whs_source_page,comments,whs_site_id,latitude,longitude,name,edited name,wikipedia_link,Country,iso_code,Criteria,Date of Inscription,size_has,Region,Edited region
http://whc.unesco.org/en/list/565,,565,36.78333,3.06028,Kasbah of Algiers,Kasbah of Algiers,http://en.wikipedia.org/wiki/Casbah,Algeria,DZ,"ii,v",1992,60,City and Wilaya (province) of Algiers,City and Wilaya (province) of Algiers
http://whc.unesco.org/en/list/121,,121,27.70395,85.30858,Kathmandu Valley,Kathmandu Valley,http://en.wikipedia.org/wiki/Kathmandu_Valley,Nepal,NP,"iii,iv,vi",1979,167,Kathmandu Valley,Kathmandu Valley
http://whc.unesco.org/en/list/337,,337,26.666667,93.416667,Kaziranga National Park,Kaziranga National Park,http://en.wikipedia.org/wiki/Kaziranga_National_Park,India,IN,"ix,x",1985,42996,State of Assam,State of Assam
http://whc.unesco.org/en/list/340,,340,27.158889,77.508611,Keoladeo National Park,Keoladeo National Park,http://en.wikipedia.org/wiki/Keoladeo_National_Park,India,IN,x,1985,2873,"State of Rajasthan, 50 km west of Agra","State of Rajasthan, 50 km west of Agra"
http://whc.unesco.org/en/list/1137,,1137,54.887778,24.830556,KernavÄ Archaeological Site (Cultural Reserve of KernavÄ),Kernavė Archaeological Site (Cultural Reserve of Kernavė),http://en.wikipedia.org/wiki/Kernav%C4%97,Lithuania,LT,"iii,iv",2004,194,"Vilnius county, Å irvintos district, Kernave town.","Vilnius county, Å irvintos district, Kernave town."
http://whc.unesco.org/en/list/240,,240,24.85222,79.92222,Khajuraho Group of Monuments,Khajuraho Group of Monuments,http://en.wikipedia.org/wiki/Khajuraho_Group_of_Monuments,India,IN,"i,iii",1986,,State of Madhya Pradesh,State of Madhya Pradesh
http://whc.unesco.org/en/list/365,,365,-20.158333,28.376667,Khami Ruins National Monument,Khami Ruins National Monument,http://en.wikipedia.org/wiki/Khami,Zimbabwe,ZW,"iii,iv",1986,,"Western Region, Matabeleland","Western Region, Matabeleland"
http://whc.unesco.org/en/list/527,,527,50.45258,30.51686,"Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra","Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra",http://en.wikipedia.org/wiki/Kiev_Pechersk_Lavra,Ukraine,UA,"i,ii,iii,iv",1990,29,Kiev,Kiev
http://whc.unesco.org/en/list/403,,403,-3.06667,37.36667,Kilimanjaro National Park,Kilimanjaro National Park,http://en.wikipedia.org/wiki/Kilimanjaro_National_Park,"Tanzania, United Republic of",TZ,vii,1987,75575,Kilimanjaro region,Kilimanjaro region
http://whc.unesco.org/en/list/1012,,1012,6.25,116.5,Kinabalu Park,Kinabalu Park,http://en.wikipedia.org/wiki/Kinabalu_National_Park,Malaysia,MY,"ix,x",2000,75370,State of Sabah,State of Sabah
http://whc.unesco.org/en/list/544,,544,62.071389,35.2275,Kizhi Pogost,Kizhi Pogost,http://en.wikipedia.org/wiki/Kizhi_Pogost,Russian Federation,RU,"i,iv,v",1990,,"Karelian Autonomous S.S.R., Medvezhjegorskij Region","Karelian Autonomous S.S.R., Medvezhjegorskij Region"
"http://whc.unesco.org/en/list/72
http://whc.unesco.org/en/list/72",,72,61.197583,-140.991972,Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek,Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek,http://en.wikipedia.org/wiki/Kluane_/_Wrangell_%25E2%2580%2593_St._Elias_/_Glacier_Bay_/_Tatshenshini%25E2%2580%2593Alsek,Canada,CA,"vii,viii,ix,x",1979,9839121,United States of America,United States of America
http://whc.unesco.org/en/list/609,,609,-8.54333,119.48944,Komodo National Park,Komodo National Park,http://en.wikipedia.org/wiki/Komodo_National_Park,Indonesia,ID,"vii,x",1991,219322,East Nusa Tenggara Province,East Nusa Tenggara Province
http://whc.unesco.org/en/list/1183,,1183,-4.724444,35.833889,Kondoa Rock-Art Sites,Kondoa Rock-Art Sites,http://en.wikipedia.org/wiki/Kondoa_Rock_Art_Sites,"Tanzania, United Republic of",TZ,"iii,vi",2006,233600,"Region Dodoma, District Kondoa","Region Dodoma, District Kondoa"
http://whc.unesco.org/en/list/1140,,1140,10.066667,1.133333,"Koutammakou, the Land of the Batammariba","Koutammakou, the Land of the Batammariba",http://en.wikipedia.org/wiki/Koutammakou,Togo,TG,"v,vi",2004,50000,Kara Region,Kara Region
http://whc.unesco.org/en/list/545,,545,55.74583,37.62972,"Kremlin and Red Square, Moscow","Kremlin and Red Square, Moscow",http://en.wikipedia.org/wiki/Red_Square,Russian Federation,RU,"i,ii,iv,vi",1990,,City of Moscow,City of Moscow
http://whc.unesco.org/en/list/696,,696,56.03889,12.620833,Kronborg Castle,Kronborg Castle,http://en.wikipedia.org/wiki/Kronborg,Denmark,DK,iv,2000,,"Island of Sjaelland, City of HelsingÃ¶r, Capital Region of Denmark","Island of Sjaelland, City of HelsingÃ¶r, Capital Region of Denmark"
http://whc.unesco.org/en/list/444,,444,31.04722,-7.12889,Ksar of Ait-Ben-Haddou,Ksar of Ait-Ben-Haddou,http://en.wikipedia.org/wiki/A%25C3%25AFt_Benhaddou,Morocco,MA,"iv,v",,3.03,N31 2 49.992 W7 7 44.004,N31 2 49.992 W7 7 44.004
http://whc.unesco.org/en/list/887,,887,-5.783711,144.331722,Kuk Early Agricultural Site,Kuk Early Agricultural Site,http://en.wikipedia.org/wiki/Kuk_Swamp,Papua New Guinea,PG,"iii,iv",,116,S5 47 1.36 E144 19 54.2,S5 47 1.36 E144 19 54.2
http://whc.unesco.org/en/list/1199,,1199,42.18318,59.08494,Kunya-Urgench,Kunya-Urgench,http://en.wikipedia.org/wiki/Konye-Urgench,Turkmenistan,TM,"ii,iii",2005,,Dashoguz Vilayet (Province),Dashoguz Vilayet (Province)
http://whc.unesco.org/en/list/732,,732,49.18333,15.45,KutnÃ¡ Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,http://en.wikipedia.org/wiki/Kutn%25C3%25A1_Hora,Czech Republic,CZ,"ii,iv",1995,62,"City and District of KutnÃ¡ Hora, Central Bohemian Region","City and District of KutnÃ¡ Hora, Central Bohemian Region"
http://whc.unesco.org/en/list/1302,,1302,47.103889,6.832778,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning","La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",http://en.wikipedia.org/wiki/Le_Locle,Switzerland,CH,iv,,284,N47 6 14 E6 49 58,N47 6 14 E6 49 58
http://whc.unesco.org/en/list/266,,266,18.466667,-66.125,La Fortaleza and San Juan National Historic Site in Puerto Rico,La Fortaleza and San Juan National Historic Site in Puerto Rico,http://en.wikipedia.org/wiki/San_Juan_National_Historic_Site,United States of America,US,vi,1983,,"San Juan, Puerto Rico","San Juan, Puerto Rico"
http://whc.unesco.org/en/list/857,,857,50.84668,4.35242,"La Grand-Place, Brussels","La Grand-Place, Brussels",http://en.wikipedia.org/wiki/Grand_Place,Belgium,BE,"ii,iv",1998,,"City of Brussels, Brussels-Capital Region","City of Brussels, Brussels-Capital Region"
http://whc.unesco.org/en/list/782,,782,39.474417,-0.378444,La Lonja de la Seda de Valencia,La Lonja de la Seda de Valencia,http://en.wikipedia.org/wiki/Llotja_de_la_Seda,Spain,ES,"i,iv",1996,,Province and Autonomous Community of Valencia,Province and Autonomous Community of Valencia
http://whc.unesco.org/en/list/1115,,1115,-20.411944,164.566389,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,http://en.wikipedia.org/wiki/New_Caledonia_Barrier_Reef,France,FR,"vii,ix,x",,1574300,S20 24 43 E164 33 59,S20 24 43 E164 33 59
http://whc.unesco.org/en/list/754,,754,53.173611,107.6625,Lake Baikal,Lake Baikal,http://en.wikipedia.org/wiki/Lake_Baikal,Russian Federation,RU,"vii,viii,ix,x",1996,8800000,"Irkutsk and Chita regions, Republic of Buryatia","Irkutsk and Chita regions, Republic of Buryatia"
http://whc.unesco.org/en/list/289,,289,-14.03333,34.88333,Lake Malawi National Park,Lake Malawi National Park,http://en.wikipedia.org/wiki/Lake_Malawi_National_Park,Malawi,MW,"vii,ix,x",1984,9400,Central and Southern Regions,Central and Southern Regions
http://whc.unesco.org/en/list/801,,801,3.051306,36.503667,Lake Turkana National Parks,Lake Turkana National Parks,http://en.wikipedia.org/wiki/Lake_Turkana_National_Parks,Kenya,KE,"viii,x",2001,161485,N3 3 4.7 E36 30 13.2,N3 3 4.7 E36 30 13.2
http://whc.unesco.org/en/list/1055,,1055,-2.284444,40.8525,Lamu Old Town,Lamu Old Town,http://en.wikipedia.org/wiki/Lamu,Kenya,KE,"ii,iv,vi",2001,16,"Coast Province, Lamu District","Coast Province, Lamu District"
http://whc.unesco.org/en/list/1010,,1010,18.25333,53.64759,Land of Frankincense,Land of Frankincense,http://en.wikipedia.org/wiki/Frankincense_Trail,Oman,OM,"iii,iv",2000,850,Dhofar Province,Dhofar Province
http://whc.unesco.org/en/list/1117,,1117,38.513444,-28.541167,Landscape of the Pico Island Vineyard Culture,Landscape of the Pico Island Vineyard Culture,http://en.wikipedia.org/wiki/Landscape_of_the_Pico_Island_Vineyard_Culture,Portugal,PT,"iii,v",2004,190,Azores,Azores
http://whc.unesco.org/en/list/4,,4,51.466667,-55.616667,L'Anse aux Meadows National Historic Site,L'Anse aux Meadows National Historic Site,http://en.wikipedia.org/wiki/L%27Anse_aux_Meadows,Canada,CA,vi,1978,,Province of Newfoundland and Labrador,Province of Newfoundland and Labrador
http://whc.unesco.org/en/list/774,,774,67.33333,17.58333,Laponian Area,Laponian Area,http://en.wikipedia.org/wiki/Laponian_area,Sweden,SE,"iii,v,vii,viii,ix",1996,940000,"County of Norrbotten. Municipalities â rural districts â GÃ¤llivare, Jokkmokk and Arjeplog","County of Norrbotten. Municipalities â rural districts â GÃ¤llivare, Jokkmokk and Arjeplog"
http://whc.unesco.org/en/list/803,,803,42.46939,-6.77075,Las Médulas,Las Médulas,http://en.wikipedia.org/wiki/Las_M%25C3%25A9dulas,Spain,ES,"i,ii,iii,iv",1997,,"Province of LÃ©on, Autonomous Community of Castile-Leon","Province of LÃ©on, Autonomous Community of Castile-Leon"
http://whc.unesco.org/en/list/1024,,1024,36.893194,15.068917,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Late Baroque Towns of the Val di Noto (South-Eastern Sicily),http://en.wikipedia.org/wiki/Val_di_Noto,Italy,IT,"i,ii,iv,v",2002,113,"Provinces of Catania, Ragusa, and Syracuse, Sicily","Provinces of Catania, Ragusa, and Syracuse, Sicily"
http://whc.unesco.org/en/list/934,,934,32.766667,-17,Laurisilva of Madeira,Laurisilva of Madeira,http://en.wikipedia.org/wiki/Laurisilva,Portugal,PT,"ix,x",1999,15000,Island of Madeira,Island of Madeira
http://whc.unesco.org/en/list/1243,,1243,46.491944,6.746111,"Lavaux, Vineyard Terraces","Lavaux, Vineyard Terraces",http://en.wikipedia.org/wiki/Lavaux,Switzerland,CH,"iii,iv,v",,898,N46 29 31 E6 44 46,N46 29 31 E6 44 46
http://whc.unesco.org/en/list/1181,,1181,49.49278,0.1075,"Le Havre, the City Rebuilt by Auguste Perret","Le Havre, the City Rebuilt by Auguste Perret",http://en.wikipedia.org/wiki/Le_Havre,France,FR,"ii,iv",2005,133,"Department of Seine-Maritime, Region of Haute-Normandie","Department of Seine-Maritime, Region of Haute-Normandie"
http://whc.unesco.org/en/list/1259,,1259,-20.451944,57.328333,Le Morne Cultural Landscape,Le Morne Cultural Landscape,http://en.wikipedia.org/wiki/Le_Morne_Brabant,Mauritius,MU,"iii,vi",,349,S20 27 7 E57 19 42,S20 27 7 E57 19 42
http://whc.unesco.org/en/list/763,,763,48.77583,16.775,Lednice-Valtice Cultural Landscape,Lednice-Valtice Cultural Landscape,http://en.wikipedia.org/wiki/Lednice%25E2%2580%2593Valtice_Cultural_Landscape,Czech Republic,CZ,"i,ii,iv",1996,14320,"Breclav District, South Moravian Region","Breclav District, South Moravian Region"
http://whc.unesco.org/en/list/620,,620,48.999444,20.7675,"LevoÄa, SpiÅ¡skÃ½ Hrad and the Associated Cultural Monuments","Levoča, Spišský Hrad and the Associated Cultural Monuments",http://en.wikipedia.org/wiki/Spi%C5%A1_Castle,Slovakia,SK,iv,2009,1351,N48 59 58 E20 46 3,N48 59 58 E20 46 3
http://whc.unesco.org/en/list/700,,700,-14.72583,-75.14861,Lines and Geoglyphs of Nasca and Pampas de Jumana,Lines and Geoglyphs of Nasca and Pampas de Jumana,http://en.wikipedia.org/wiki/Nazca_Lines,Peru,PE,"i,iii,iv",1994,,Libertadores / Wari Region,Libertadores / Wari Region
http://whc.unesco.org/en/list/901,,901,49.87361,16.31444,LitomyÅ¡l Castle,Litomyšl Castle,http://en.wikipedia.org/wiki/Litomy%C5%A1l,Czech Republic,CZ,"ii,iv",1999,,Pardubice Region,Pardubice Region
http://whc.unesco.org/en/list/1150,,1150,53.406667,-2.994444,Liverpool â Maritime Mercantile City,Liverpool - Maritime Mercantile City,http://en.wikipedia.org/wiki/List_of_World_Heritage_Sites_of_the_United_Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,"ii,iii,iv",2004,136,"Liverpool, England","Liverpool, England"
http://whc.unesco.org/en/list/1003,,1003,34.466667,112.466667,Longmen Grottoes,Longmen Grottoes,http://en.wikipedia.org/wiki/Longmen_Grottoes,China,CN,"i,ii,iii",2000,331,"Luoyang City, Henan Province","Luoyang City, Henan Province"
http://whc.unesco.org/en/list/186,,186,-31.565556,159.088333,Lord Howe Island Group,Lord Howe Island Group,http://en.wikipedia.org/wiki/Lord_Howe_Island,Australia,AU,"vii,x",1982,1176,New South Wales,New South Wales
http://whc.unesco.org/en/list/955,,955,-4.75,137.83333,Lorentz National Park,Lorentz National Park,http://en.wikipedia.org/wiki/Lorentz_National_Park,Indonesia,ID,"viii,ix,x",1999,2505600,Province of Papua (formerly Irian Jaya),Province of Papua (formerly Irian Jaya)
http://whc.unesco.org/en/list/145,,145,-50,-73.24944,Los Glaciares,Los Glaciares,http://en.wikipedia.org/wiki/Los_Glaciares_National_Park,Argentina,AR,"vii,viii",1981,445900,Santa Cruz,Santa Cruz
http://whc.unesco.org/en/list/711,,711,7.666667,-77,Los KatÃ­os National Park,Los Katí­os National Park,http://en.wikipedia.org/wiki/Los_Kat%C3%ADos_National_Park,Colombia,CO,"ix,x",1994,72000,Provinces of Antioquia and Choco',Provinces of Antioquia and Choco'
http://whc.unesco.org/en/list/10,,10,11.10006,40.57939,Lower Valley of the Awash,Lower Valley of the Awash,http://en.wikipedia.org/wiki/Awash_River,Ethiopia,ET,"ii,iii,iv",1980,,Afar region,Afar region
http://whc.unesco.org/en/list/17,,17,4.8,35.966667,Lower Valley of the Omo,Lower Valley of the Omo,http://en.wikipedia.org/wiki/Omo_River,Ethiopia,ET,"iii,iv",1980,,Southern Nation Nationalities & Peoples Region,Southern Nation Nationalities & Peoples Region
http://whc.unesco.org/en/list/1136,,1136,19.418333,-99.198333,Luis BarragÃ¡n House and Studio,Luis Barragán House and Studio,http://en.wikipedia.org/wiki/Luis_Barrag%25C3%25A1n_House_and_Studio,Mexico,MX,"i,ii",2004,0.12,Mexico City,Mexico City
http://whc.unesco.org/en/list/666,,666,27.46889,83.27611,"Lumbini, the Birthplace of the Lord Buddha","Lumbini, the Birthplace of the Lord Buddha",http://en.wikipedia.org/wiki/Lumbini,Nepal,NP,"iii,vi",1997,1.95,"Lumbini Zone, Rupandehi District, Western Terai","Lumbini Zone, Rupandehi District, Western Terai"
http://whc.unesco.org/en/list/778,,778,29.433333,115.866667,Lushan National Park,Lushan National Park,http://en.wikipedia.org/wiki/Lushan_Quaternary_Glaciation_National_Geopark,China,CN,"ii,iii,iv,vi",1996,,"Jiujiang City, Jiangxi Province","Jiujiang City, Jiangxi Province"
http://whc.unesco.org/en/list/783,,783,51.86472,12.65278,Luther Memorials in Eisleben and Wittenberg,Luther Memorials in Eisleben and Wittenberg,http://en.wikipedia.org/wiki/Eisleben,Germany,DE,"iv,vi",1996,,States of Saxony-Anhalt (Sachsen-Anhalt) and Thuringia (ThÃ¼ringen),States of Saxony-Anhalt (Sachsen-Anhalt) and Thuringia (ThÃ¼ringen)
http://whc.unesco.org/en/list/865,,865,49.84163,24.03198,L'viv â the Ensemble of the Historic Centre,L'viv – the Ensemble of the Historic Centre,http://en.wikipedia.org/wiki/Old_Town_(Lviv),Ukraine,UA,"ii,v",1998,120,"Halychyna, L'viv Oblast'","Halychyna, L'viv Oblast'"
http://whc.unesco.org/en/list/629,,629,-54.594722,158.895556,Macquarie Island,Macquarie Island,http://en.wikipedia.org/wiki/Macquarie_Island,Australia,AU,"vii,viii",1997,12785,State of Tasmania,State of Tasmania
http://whc.unesco.org/en/list/43,,43,43.3,27.15,Madara Rider,Madara Rider,http://en.wikipedia.org/wiki/Madara_Rider,Bulgaria,BG,"i,iii",1979,1.2,"Village of Madara, Province of Shumen","Village of Madara, Province of Shumen"
http://whc.unesco.org/en/list/1160,,1160,42.494722,1.595556,Madriu-Perafita-Claror Valley,Madriu-Perafita-Claror Valley,http://en.wikipedia.org/wiki/Madriu-Perafita-Claror_Valley,Andorra,AD,v,2004,,"Part of Communes of Encamp, Andorra la Vella, Saint Julia de Loria and Escaldes-Engordany","Part of Communes of Encamp, Andorra la Vella, Saint Julia de Loria and Escaldes-Engordany"
http://whc.unesco.org/en/list/1056,,1056,24.69528,84.99389,Mahabodhi Temple Complex at Bodh Gaya,Mahabodhi Temple Complex at Bodh Gaya,http://en.wikipedia.org/wiki/Mahabodhi_Temple,India,IN,"i,ii,iii,iv,vi",2002,4.86,"State of Bihar, Eastern India","State of Bihar, Eastern India"
http://whc.unesco.org/en/list/1005,,1005,50.82806,4.36223,Major Town Houses of the Architect Victor Horta (Brussels),Major Town Houses of the Architect Victor Horta (Brussels),http://en.wikipedia.org/wiki/Major_Town_Houses_of_the_Architect_Victor_Horta_(Brussels),Belgium,BE,"i,ii,iv",,,N50 49 41.016 E4 21 44.028,N50 49 41.016 E4 21 44.028
http://whc.unesco.org/en/list/1216,,1216,3.966667,-81.616667,Malpelo Fauna and Flora Sanctuary,Malpelo Fauna and Flora Sanctuary,http://en.wikipedia.org/wiki/Malpelo_Island,Colombia,CO,"vii,ix",2006,857500,Valle del Cauca Region,Valle del Cauca Region
http://whc.unesco.org/en/list/150,,150,37.187222,-86.103056,Mammoth Cave National Park,Mammoth Cave National Park,http://en.wikipedia.org/wiki/Mammoth_Cave_National_Park,United States of America,US,"vii,viii,x",1981,21191,"Counties of Barren, Edmonson, and Hart in the State of Kentucky","Counties of Barren, Edmonson, and Hart in the State of Kentucky"
http://whc.unesco.org/en/list/302,,302,-15.819444,29.408056,"Mana Pools National Park, Sapi and Chewore Safari Areas","Mana Pools National Park, Sapi and Chewore Safari Areas",http://en.wikipedia.org/wiki/Mana_Pools,Zimbabwe,ZW,"vii,ix,x",1984,676600,"Urungwe District, Mashonaland North region","Urungwe District, Mashonaland North region"
http://whc.unesco.org/en/list/338,,338,26.725,91.030556,Manas Wildlife Sanctuary,Manas Wildlife Sanctuary,http://en.wikipedia.org/wiki/Manas_National_Park,India,IN,"vii,ix,x",1985,39100,State of Assam,State of Assam
http://whc.unesco.org/en/list/475,,475,9,21.5,Manovo-Gounda St Floris National Park,Manovo-Gounda St Floris National Park,http://en.wikipedia.org/wiki/Manovo-Gounda_St._Floris_National_Park,Central African Republic,CF,"ix,x",1988,1740000,Bamingui-Bangoran,Bamingui-Bangoran
http://whc.unesco.org/en/list/1287,,1287,45.159444,10.794444,Mantua and Sabbioneta,Mantua and Sabbioneta,http://en.wikipedia.org/wiki/Mantua,Italy,IT,"ii,iii",,235,N45 9 34 E10 47 40,N45 9 34 E10 47 40
http://whc.unesco.org/en/list/402,,402,-12.25,-71.75,ManÃº National Park,Manú National Park,http://en.wikipedia.org/wiki/Man%25C3%25BA_National_Park,Peru,PE,"ix,x",1987,1716295,"Dep. Madre de Dios y Cusco, Provincias: Manu y Paucartambo","Dep. Madre de Dios y Cusco, Provincias: Manu y Paucartambo"
http://whc.unesco.org/en/list/1099,,1099,-22.1925,29.23889,Mapungubwe Cultural Landscape,Mapungubwe Cultural Landscape,http://en.wikipedia.org/wiki/Kingdom_of_Mapungubwe,South Africa,ZA,"ii,iii,iv,v",2003,28169,Northern Province,Northern Province
http://whc.unesco.org/en/list/795,,795,51.477778,0,Maritime Greenwich,Maritime Greenwich,http://en.wikipedia.org/wiki/Greenwich,United Kingdom,GB,:,,,,
http://whc.unesco.org/en/list/1040,,1040,31.3135,35.35275,Masada,Masada,http://en.wikipedia.org/wiki/Masada,Israel,IL,"iii,iv,vi",,276,N31 18 48.6 E35 21 9.9,N31 18 48.6 E35 21 9.9
http://whc.unesco.org/en/list/306,,306,-20.5,28.5,Matobo Hills,Matobo Hills,http://en.wikipedia.org/wiki/Matobo_National_Park,Zimbabwe,ZW,"iii,v,vi",2003,205000,"Matebeleland, South Province","Matebeleland, South Province"
http://whc.unesco.org/en/list/546,,546,49.00083,8.81306,Maulbronn Monastery Complex,Maulbronn Monastery Complex,http://en.wikipedia.org/wiki/Maulbronn_Abbey,Germany,DE,"ii,iv",1993,,"District of Enz, State of Baden-WÃ¼rttemberg","District of Enz, State of Baden-WÃ¼rttemberg"
http://whc.unesco.org/en/list/1103,,1103,43.293056,68.274444,Mausoleum of Khoja Ahmed Yasawi,Mausoleum of Khoja Ahmed Yasawi,http://en.wikipedia.org/wiki/Mausoleum_of_Khoja_Ahmed_Yasawi,Kazakhstan,KZ,"i,iii,iv",2003,0.55,"South Kazakhstan Oblast, City of Turkestan","South Kazakhstan Oblast, City of Turkestan"
http://whc.unesco.org/en/list/441,,441,34.383333,109.1,Mausoleum of the First Qin Emperor,Mausoleum of the First Qin Emperor,http://en.wikipedia.org/wiki/Terracotta_Army,China,CN,"i,iii,iv,vi",1987,,"Lintong County, Shaanxi Province","Lintong County, Shaanxi Province"
http://whc.unesco.org/en/list/129,,129,14.85,-89.13333,Maya Site of Copan,Maya Site of Copan,http://en.wikipedia.org/wiki/Cop%25C3%25A1n,Honduras,HN,"iv,vi",1980,,CopÃ¡n; westernmost part of the country,CopÃ¡n; westernmost part of the country
http://whc.unesco.org/en/list/493,,493,36.44722,28.22778,Medieval City of Rhodes,Medieval City of Rhodes,http://en.wikipedia.org/wiki/Rhodes_(city),Greece,GR,"ii,iv,v",1988,66,"Prefecture of Dodecanese, Region of the South Aegean","Prefecture of Dodecanese, Region of the South Aegean"
http://whc.unesco.org/en/list/724,,724,42.661111,20.265556,Medieval Monuments in Kosovo,Medieval Monuments in Kosovo,http://en.wikipedia.org/wiki/Medieval_Monuments_in_Kosovo,Serbia,RS,"ii,iii,iv",2004,2.88,Autonomous province of Kosovo,Autonomous province of Kosovo
http://whc.unesco.org/en/list/835,,835,53.01,18.61944,Medieval Town of ToruÅ,Medieval Town of Toruń,http://en.wikipedia.org/wiki/Toru%25C5%2584,Poland,PL,"ii,iv",1997,48,"City and County of ToruÅ, Kuyavian-Pomeranian Voivodship","City and County of ToruÅ, Kuyavian-Pomeranian Voivodship"
http://whc.unesco.org/en/list/753,,753,31.51667,-9.76944,Medina of Essaouira (formerly Mogador),Medina of Essaouira (formerly Mogador),http://en.wikipedia.org/wiki/Essaouira,Morocco,MA,"ii,iv",2001,30,"Province of Essaouira, Tensift Region","Province of Essaouira, Tensift Region"
http://whc.unesco.org/en/list/170,,170,34.06111,-4.97778,Medina of Fez,Medina of Fez,http://en.wikipedia.org/wiki/Fes_el_Bali,Morocco,MA,"ii,v",1981,280,City of Fez,City of Fez
http://whc.unesco.org/en/list/331,,331,31.63139,-7.98667,Medina of Marrakesh,Medina of Marrakesh,http://en.wikipedia.org/wiki/Marrakech,Morocco,MA,"i,ii,iv,v",1985,1107,Province of Marrakesh,Province of Marrakesh
http://whc.unesco.org/en/list/498,,498,35.82778,10.63861,Medina of Sousse,Medina of Sousse,http://en.wikipedia.org/wiki/Sousse,Tunisia,TN,"iii,iv,v",1988,32,Gouvernorat de Sousse,Gouvernorat de Sousse
http://whc.unesco.org/en/list/837,,837,35.57083,-5.36667,Medina of Tétouan (formerly known as Titawin),Medina of Tétouan (formerly known as Titawin),http://en.wikipedia.org/wiki/T%25C3%25A9touan,Morocco,MA,"ii,iv,v",1997,6.5,"Region Nord-Ouest, Wilaya de TÃ©touan, Province of TÃ©touan, Medina of TÃ©touan","Region Nord-Ouest, Wilaya de TÃ©touan, Province of TÃ©touan, Medina of TÃ©touan"
http://whc.unesco.org/en/list/36,,36,36.81667,10.16667,Medina of Tunis,Medina of Tunis,http://en.wikipedia.org/wiki/Tunis,Tunisia,TN,"ii,iii,v",1979,296,Tunis,Tunis
http://whc.unesco.org/en/list/132,,132,36.04908,14.26947,Megalithic Temples of Malta,Megalithic Temples of Malta,http://en.wikipedia.org/wiki/Megalithic_Temples_of_Malta,Malta,MT,iv,1980,,Islands of Gozo and Malta,Islands of Gozo and Malta
http://whc.unesco.org/en/list/1260,,1260,43.781444,19.288025,Mehmed PaÅ¡a SokoloviÄ Bridge in ViÅ¡egrad,Mehmed Paša Sokolović Bridge in Višegrad,http://en.wikipedia.org/wiki/Mehmed_Pa%C5%A1a_Sokolovi%C4%87_Bridge,Bosnia and Herzegovina,BA,"ii,iv",2007,1.5,"Republika Srpska, Sarajevo Macro Region","Republika Srpska, Sarajevo Macro Region"
http://whc.unesco.org/en/list/115,,115,32.65745,51.677778,"Meidan Emam, Esfahan","Meidan Emam, Esfahan",http://en.wikipedia.org/wiki/Naqsh-e_Jahan_Square,Iran (Islamic Republic of),IR,"i,v,vi",1979,,Esfahan,Esfahan
http://whc.unesco.org/en/list/1223,,1223,5.421389,100.345833,"Melaka and George Town, Historic Cities of the Straits of Malacca","Melaka and George Town, Historic Cities of the Straits of Malacca",http://en.wikipedia.org/wiki/Malacca_City,Malaysia,MY,"ii,iii,iv",,148,N5 25 17 E100 20 45,N5 25 17 E100 20 45
http://whc.unesco.org/en/list/86,,86,29.97604,31.13041,Memphis and its Necropolis â the Pyramid Fields from Giza to Dahshur,Memphis and its Necropolis â the Pyramid Fields from Giza to Dahshur,http://en.wikipedia.org/wiki/Giza_Necropolis,Egypt,EG,"i,iii,vi",1979,16359,Governorate of Giza,Governorate of Giza
http://whc.unesco.org/en/list/27,,27,37.261667,-108.485556,Mesa Verde National Park,Mesa Verde National Park,http://en.wikipedia.org/wiki/Mesa_Verde_National_Park,United States of America,US,iii,1978,,Colorado,Colorado
http://whc.unesco.org/en/list/720,,720,49.91667,8.75389,Messel Pit Fossil Site,Messel Pit Fossil Site,http://en.wikipedia.org/wiki/Messel_pit,Germany,DE,viii,1995,42,"District of Darmstadt-Dieburg, State of Hesse (Hessen)","District of Darmstadt-Dieburg, State of Hesse (Hessen)"
http://whc.unesco.org/en/list/455,,455,39.71667,21.63333,Meteora,Meteora,http://en.wikipedia.org/wiki/Meteora,Greece,GR,"i,ii,iv,v,vii",1988,272,"Prefecture of Trikala, Region of Thessaly","Prefecture of Trikala, Region of Thessaly"
http://whc.unesco.org/en/list/686,,686,48.105,-66.353056,Miguasha National Park,Miguasha National Park,http://en.wikipedia.org/wiki/Miguasha_National_Park,Canada,CA,viii,1999,87,"GaspÃ© Peninsula, Province of Quebec","GaspÃ© Peninsula, Province of Quebec"
