whs_source_page,comments,whs_site_id,latitude,longitude,name,edited name,wikipedia_link,Country,iso_code,Criteria,Date of Inscription,size_has,Region,Edited region
http://whc.unesco.org/en/list/549,,549,41.07333,14.32639,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex","18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",http://en.wikipedia.org/wiki/Palace_of_Caserta,Italy,IT,"i,ii,iii,iv",1997,87,"Provinces of Caserta and Benevento, Campania","Provinces of Caserta and Benevento, Campania"
http://whc.unesco.org/en/list/3,,3,50.774444,6.084444,Aachen Cathedral,Aachen Cathedral,http://en.wikipedia.org/wiki/Aachen_Cathedral,Germany,DE,"i,ii,iv,vi",1978,,State of North Rhine-Westphalia (Nordrhein-Westfalen),State of North Rhine-Westphalia (Nordrhein-Westfalen)
http://whc.unesco.org/en/list/1227,,1227,-20.158639,57.503167,Aapravasi Ghat,Aapravasi Ghat,http://en.wikipedia.org/wiki/Aapravasi_Ghat,Mauritius,MU,vi,2006,0.16,Port Louis District,Port Louis District
http://whc.unesco.org/en/list/515,,515,49.65369,8.56858,Abbey and Altenmünster of Lorsch,Abbey and Altenmünster of Lorsch,http://en.wikipedia.org/wiki/Lorsch_Abbey,Germany,DE,"iii,iv",1991,,"District of Bergstrasse, State of Hesse (Hessen)","District of Bergstrasse, State of Hesse (Hessen)"
http://whc.unesco.org/en/list/230,,230,46.56472,0.86611,Abbey Church of Saint-Savin sur Gartempe,Abbey Church of Saint-Savin sur Gartempe,http://en.wikipedia.org/wiki/Abbey_Church_of_Saint-Savin-sur-Gartempe,France,FR,"i,iii",1983,0.16,"Department of Vienne, Poitou-Charentes Region","Department of Vienne, Poitou-Charentes Region"
http://whc.unesco.org/en/list/90,,90,30.85,29.666667,Abu Mena,Abu Mena,http://en.wikipedia.org/wiki/Abu_Mena,Egypt,EG,iv,1979,183,"Mariut desert, District of Burg al-Arab, Gouvernate of Al Iskandariyah (Alexandria)","Mariut desert, District of Burg al-Arab, Gouvernate of Al Iskandariyah (Alexandria)"
http://whc.unesco.org/en/list/404,,404,37.97087,23.72618,"Acropolis, Athens","Acropolis, Athens",http://en.wikipedia.org/wiki/Acropolis_of_Athens,Greece,GR,"i,ii,iii,iv,vi",1987,3.04,Prefecture and Region of Attica,Prefecture and Region of Attica
http://whc.unesco.org/en/list/1207,,1207,22.998889,57.536056,Aflaj Irrigation Systems of Oman,Aflaj Irrigation Systems of Oman,http://en.wikipedia.org/wiki/Qanat,Oman,OM,v,2006,1456,"Dakhiliya, Sharqiya and Batinah Regions","Dakhiliya, Sharqiya and Batinah Regions"
http://whc.unesco.org/en/list/1209,,1209,20.863056,-103.778611,Agave Landscape and Ancient Industrial Facilities of Tequila,Agave Landscape and Ancient Industrial Facilities of Tequila,"http://en.wikipedia.org/wiki/Tequila,_Jalisco",Mexico,MX,"ii,iv,v,vi",2006,35019,"Valles Region, Jalisco State","Valles Region, Jalisco State"
http://whc.unesco.org/en/list/251,,251,27.183333,78.033333,Agra Fort,Agra Fort,http://en.wikipedia.org/wiki/Agra_Fort,India,IN,iii,1983,,"Uttar Pradesh, Agra District","Uttar Pradesh, Agra District"
http://whc.unesco.org/en/list/968,,968,56.325,16.48333,Agricultural Landscape of Southern Ãland,Agricultural Landscape of Southern Ãland,http://en.wikipedia.org/wiki/Ireland,Sweden,SE,"iv,v",2000,,"Kalmar County, Island of Ãland","Kalmar County, Island of Ãland"
http://whc.unesco.org/en/list/573,,573,18,9,Air and Ténéré Natural Reserves,Air and Ténéré Natural Reserves,http://en.wikipedia.org/wiki/A%25C3%25AFr_and_T%25C3%25A9n%25C3%25A9r%25C3%25A9_National_Nature_Reserve,Niger,NE,"vii,ix,x",1991,7736000,"DÃ©partment d'Agades, arrondissement d'Arlit","DÃ©partment d'Agades, arrondissement d'Arlit"
http://whc.unesco.org/en/list/242,,242,20.55333,75.7,Ajanta Caves,Ajanta Caves,http://en.wikipedia.org/wiki/Ajanta_Caves,India,IN,"i,ii,iii,vi",1983,,"Maharashtra State, Aurangabad District , Soyagon Taluka, Lenapur Village","Maharashtra State, Aurangabad District , Soyagon Taluka, Lenapur Village"
http://whc.unesco.org/en/list/15,,15,14.13019,38.71861,Aksum,Aksum,http://en.wikipedia.org/wiki/Aksumite_Empire,Ethiopia,ET,"i,iv",1980,,Tigrai Region,Tigrai Region
http://whc.unesco.org/en/list/1293,,1293,26.783611,37.955,Al-Hijr Archaeological Site (MadÃ¢in SÃ¢lih),Al-Hijr Archaeological Site (madāʼin Ṣāliḥ),http://en.wikipedia.org/wiki/Meda'in_Saleh,Saudi Arabia,SA,"ii,iii",,1621,N26 47 1 E37 57 18,N26 47 1 E37 57 18
http://whc.unesco.org/en/list/102,,102,35.81844,4.78684,Al Qal'a of Beni Hammad,Al Qal'a of Beni Hammad,http://en.wikipedia.org/wiki/Beni_Hammad_Fort,Algeria,DZ,iii,1980,150,"Commune of Maadid ""Bechara"", Wilaya (province) of M'Sila","Commune of Maadid ""Bechara"", Wilaya (province) of M'Sila"
http://whc.unesco.org/en/list/185,,185,-9.416667,46.416667,Aldabra Atoll,Aldabra Atoll,http://en.wikipedia.org/wiki/Aldabra,Seychelles,SC,"vii,ix,x",,35000,S9 25 0 E46 25 0,S9 25 0 E46 25 0
http://whc.unesco.org/en/list/839,,839,20.45,-75,Alejandro de Humboldt National Park,Alejandro de Humboldt National Park,http://en.wikipedia.org/wiki/Alejandro_de_Humboldt_National_Park,Cuba,CU,"ix,x",2001,69341,GuantÃ¡namo and HolguÃ­n Provinces,GuantÃ¡namo and HolguÃ­n Provinces
http://whc.unesco.org/en/list/314,,314,37.17667,-3.59444,"Alhambra, Generalife and AlbayzÃ­n, Granada","Alhambra, Generalife and Albayzí­n, Granada",http://en.wikipedia.org/wiki/Alhambra,Spain,ES,"i,iii,iv",1984,,"Province of Granada, Autonomous Community of Andalusia","Province of Granada, Autonomous Community of Andalusia"
http://whc.unesco.org/en/list/1046,,1046,41.101667,-7.798889,Alto Douro Wine Region,Alto Douro Wine Region,http://en.wikipedia.org/wiki/Douro_DOC,Portugal,PT,"iii,iv,v",2001,24600,"Douro Region, TrÃ¡s-os-Montes e Alto Douro","Douro Region, TrÃ¡s-os-Montes e Alto Douro"
http://whc.unesco.org/en/list/162,,162,49.895,2.301667,Amiens Cathedral,Amiens Cathedral,http://en.wikipedia.org/wiki/Amiens_Cathedral,France,FR,"i,ii",1981,0.86,"Department of Somme, Picardie Region","Department of Somme, Picardie Region"
http://whc.unesco.org/en/list/38,,38,35.29639,10.70694,Amphitheatre of El Jem,Amphitheatre of El Jem,http://en.wikipedia.org/wiki/El_Djem,Tunisia,TN,"iv,vi",1979,1.37,El-Mahdia,El-Mahdia
http://whc.unesco.org/en/list/705,,705,32.46667,111,Ancient Building Complex in the Wudang Mountains,Ancient Building Complex in the Wudang Mountains,http://en.wikipedia.org/wiki/Wudang_Mountains,China,CN,"i,ii,vi",1994,,"Danjiangkou City, Hubei Province","Danjiangkou City, Hubei Province"
http://whc.unesco.org/en/list/21,,21,36.23333,37.16667,Ancient City of Aleppo,Ancient City of Aleppo,http://en.wikipedia.org/wiki/Aleppo,Syrian Arab Republic,SY,"iii,iv",1986,,Aleppo,Aleppo
http://whc.unesco.org/en/list/22,,22,32.51806,36.48167,Ancient City of Bosra,Ancient City of Bosra,http://en.wikipedia.org/wiki/Bosra,Syrian Arab Republic,SY,"i,iii,vi",1980,,Governorate of Deraa,Governorate of Deraa
http://whc.unesco.org/en/list/20,,20,33.51139,36.30639,Ancient City of Damascus,Ancient City of Damascus,http://en.wikipedia.org/wiki/Damascus,Syrian Arab Republic,SY,"i,ii,iii,iv,vi",1979,,Administrative District of Damascus,Administrative District of Damascus
http://whc.unesco.org/en/list/217,,217,42.65611,27.73,Ancient City of Nessebar,Ancient City of Nessebar,http://en.wikipedia.org/wiki/Nesebar,Bulgaria,BG,"iii,iv",1983,27,Burgas Province,Burgas Province
http://whc.unesco.org/en/list/812,,812,37.20139,112.15444,Ancient City of Ping Yao,Ancient City of Ping Yao,http://en.wikipedia.org/wiki/Pingyao,China,CN,"ii,iii,iv",1997,,"Ping Yao County, Shan Xi Province","Ping Yao County, Shan Xi Province"
http://whc.unesco.org/en/list/201,,201,7.915833,81.000556,Ancient City of Polonnaruwa,Ancient City of Polonnaruwa,http://en.wikipedia.org/wiki/Polonnaruwa,Sri Lanka,LK,"i,iii,vi",1982,,"North Central Province, Polonnaruva District","North Central Province, Polonnaruva District"
http://whc.unesco.org/en/list/202,,202,7.95,80.75,Ancient City of Sigiriya,Ancient City of Sigiriya,http://en.wikipedia.org/wiki/Sigiriya,Sri Lanka,LK,"ii,iii,iv",1982,,"Central Province, Matale District","Central Province, Matale District"
http://whc.unesco.org/en/list/750,,750,20.92889,-11.62361,"Ancient Ksour of Ouadane, Chinguetti, Tichitt and Oualata","Ancient Ksour of Ouadane, Chinguetti, Tichitt and Oualata",http://en.wikipedia.org/wiki/Chinguetti,Mauritania,MR,"iii,iv,v",1996,,"Oudane, Chinguetti: region de l'Adrar; Tichitt: region du Tagant; Oualata: region du Hodh Echchargut","Oudane, Chinguetti: region de l'Adrar; Tichitt: region du Tagant; Oualata: region du Hodh Echchargut"
http://whc.unesco.org/en/list/1061,,1061,18.1225,-89.78333,"Ancient Maya City of Calakmul, Campeche","Ancient Maya City of Calakmul, Campeche",http://en.wikipedia.org/wiki/Calakmul,Mexico,MX,"i,ii,iii,iv",2002,3000,"Calakmul Municipality, Campeche Province","Calakmul Municipality, Campeche Province"
http://whc.unesco.org/en/list/87,,87,25.73333,32.6,Ancient Thebes with its Necropolis,Ancient Thebes with its Necropolis,"http://en.wikipedia.org/wiki/Thebes,_Egypt",Egypt,EG,"i,iii,vi",1979,7390,Governorate of Qina,Governorate of Qina
http://whc.unesco.org/en/list/1002,,1002,29.904444,117.9875,Ancient Villages in Southern Anhui â Xidi and Hongcun,Ancient Villages in Southern Anhui â Xidi and Hongcun,http://en.wikipedia.org/wiki/Xidi,China,CN,"iii,iv,v",2000,52,"Yi county, Huangshan city, Anhui Province","Yi county, Huangshan city, Anhui Province"
http://whc.unesco.org/en/list/668,,668,13.433333,103.833333,Angkor,Angkor,http://en.wikipedia.org/wiki/Angkor,Cambodia,KH,"i,ii,iii,iv",1992,,Province Siem Reap,Province Siem Reap
http://whc.unesco.org/en/list/293,,293,33.72583,35.92972,Anjar,Anjar,"http://en.wikipedia.org/wiki/Anjar,_Lebanon",Lebanon,LB,"iii,iv",1984,,"District of Zahle, Beqaa Governorate","District of Zahle, Beqaa Governorate"
http://whc.unesco.org/en/list/65,,65,14.566667,-90.666667,Antigua Guatemala,Antigua Guatemala,http://en.wikipedia.org/wiki/Antigua_Guatemala,Guatemala,GT,"ii,iii,iv",1979,49,"Department of SacatepÃ©quez, Panchoy Valley","Department of SacatepÃ©quez, Panchoy Valley"
http://whc.unesco.org/en/list/654,Deleted,654,,,Arabian Oryx Sanctuary,Arabian Oryx Sanctuary,http://en.wikipedia.org/wiki/Arabian_Oryx_Sanctuary,Oman,OM,x,1994,2750000,Central Region,Central Region
http://whc.unesco.org/en/list/1044,,1044,40.03645,-3.60934,Aranjuez Cultural Landscape,Aranjuez Cultural Landscape,http://en.wikipedia.org/wiki/Royal_Palace_of_Aranjuez,Spain,ES,"ii,iv",2001,2048,Province and Autonomous Community of Madrid,Province and Autonomous Community of Madrid
http://whc.unesco.org/en/list/825,,825,45.768333,13.3675,Archaeological Area and the Patriarchal Basilica of Aquileia,Archaeological Area and the Patriarchal Basilica of Aquileia,http://en.wikipedia.org/wiki/Aquileia,Italy,IT,"iii,iv,vi",1998,155,"Province of Udine, Friuli-Venezia Giulia Region","Province of Udine, Friuli-Venezia Giulia Region"
http://whc.unesco.org/en/list/831,,831,37.289722,13.593333,Archaeological Area of Agrigento,Archaeological Area of Agrigento,http://en.wikipedia.org/wiki/Agrigento,Italy,IT,"i,ii,iii,iv",1997,934,"Province of Agrigento, Sicily","Province of Agrigento, Sicily"
http://whc.unesco.org/en/list/829,,829,40.75,14.483333,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",http://en.wikipedia.org/wiki/Pompeii,Italy,IT,"iii,iv,v",1997,98,"Province of Naples, Campania","Province of Naples, Campania"
http://whc.unesco.org/en/list/664,,664,38.91611,-6.33778,Archaeological Ensemble of Mérida,Archaeological Ensemble of Mérida,"http://en.wikipedia.org/wiki/M%25C3%25A9rida,_Spain",Spain,ES,"iii,iv",1993,,"Province of Badajoz, Autonomous Community of Extremadura","Province of Badajoz, Autonomous Community of Extremadura"
http://whc.unesco.org/en/list/875,,875,41.114722,1.259306,Archaeological Ensemble of TÃ¡rraco,Archaeological Ensemble of Tárraco,http://en.wikipedia.org/wiki/Tarragona,Spain,ES,"ii,iii",2000,100,"Province of Tarragona, Autonomous Community of Catalonia,","Province of Tarragona, Autonomous Community of Catalonia,"
http://whc.unesco.org/en/list/659,,659,53.69167,-6.45,Archaeological Ensemble of the Bend of the Boyne,Archaeological Ensemble of the Bend of the Boyne,http://en.wikipedia.org/wiki/Br%25C3%25BA_na_B%25C3%25B3inne,Ireland,IE,"i,iii,iv",1993,770,County Meath,County Meath
http://whc.unesco.org/en/list/1008,,1008,20.03,-75.391389,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,http://en.wikipedia.org/wiki/List_of_World_Heritage_Sites_in_Cuba,Cuba,CU,"iii,iv",2000,81475,"Santiago and Guantanamo Provinces, South-Eastern Region","Santiago and Guantanamo Provinces, South-Eastern Region"
http://whc.unesco.org/en/list/939,,939,18.81028,-99.275,Archaeological Monuments Zone of Xochicalco,Archaeological Monuments Zone of Xochicalco,http://en.wikipedia.org/wiki/Xochicalco,Mexico,MX,"iii,iv",1999,,"Municipalities of Temixco and Miacatlan, Morelos State","Municipalities of Temixco and Miacatlan, Morelos State"
http://whc.unesco.org/en/list/149,,149,15.27059,-89.04025,Archaeological Park and Ruins of Quirigua,Archaeological Park and Ruins of Quirigua,http://en.wikipedia.org/wiki/Quirigu%25C3%25A1,Guatemala,GT,"i,ii,iv",1981,,Department of Izabal,Department of Izabal
http://whc.unesco.org/en/list/138,,138,27.329167,68.138889,Archaeological Ruins at Moenjodaro,Archaeological Ruins at Moenjodaro,http://en.wikipedia.org/wiki/Mohenjo-daro,Pakistan,PK,"ii,iii",1980,240,Sind,Sind
http://whc.unesco.org/en/list/780,,780,40.47139,22.31833,Archaeological Site of Aigai (modern name Vergina),Archaeological Site of Aigai (modern name Vergina),http://en.wikipedia.org/wiki/Vergina,Greece,GR,"i,iii",1996,1421,"Prefecture of Imathia, Region of Central Macedonia","Prefecture of Imathia, Region of Central Macedonia"
http://whc.unesco.org/en/list/989,,989,42.371389,-3.547222,Archaeological Site of Atapuerca,Archaeological Site of Atapuerca,http://en.wikipedia.org/wiki/Atapuerca_Mountains,Spain,ES,"iii,v",,,N42 22 17 W3 32 50,N42 22 17 W3 32 50
http://whc.unesco.org/en/list/37,,37,36.85278,10.32333,Archaeological Site of Carthage,Archaeological Site of Carthage,http://en.wikipedia.org/wiki/Carthage,Tunisia,TN,"ii,iii,vi",1979,,District of Tunis,District of Tunis
http://whc.unesco.org/en/list/190,,190,32.825,21.85833,Archaeological Site of Cyrene,Archaeological Site of Cyrene,"http://en.wikipedia.org/wiki/Cyrene,_Libya",Libyan Arab Jamahiriya,LY,"ii,iii,vi",1982,,District of Ghebel Akhdar,District of Ghebel Akhdar
http://whc.unesco.org/en/list/393,,393,38.48149,22.49617,Archaeological Site of Delphi,Archaeological Site of Delphi,http://en.wikipedia.org/wiki/Delphi,Greece,GR,"i,ii,iii,iv,vi",1987,51,"Prefecture of Phokis, Region of Central Greece","Prefecture of Phokis, Region of Central Greece"
http://whc.unesco.org/en/list/183,,183,32.63833,14.29306,Archaeological Site of Leptis Magna,Archaeological Site of Leptis Magna,http://en.wikipedia.org/wiki/Lepcis_Magna,Libyan Arab Jamahiriya,LY,"i,ii,iii",1982,,District of Khoms,District of Khoms
http://whc.unesco.org/en/list/511,,511,37.08056,22.36667,Archaeological Site of Mystras,Archaeological Site of Mystras,http://en.wikipedia.org/wiki/Mystras,Greece,GR,"ii,iii,iv",1989,54,"Prefecture of Laconia, Region of the Peloponnesos","Prefecture of Laconia, Region of the Peloponnesos"
http://whc.unesco.org/en/list/517,,517,37.65,21.666667,Archaeological Site of Olympia,Archaeological Site of Olympia,"http://en.wikipedia.org/wiki/Olympia,_Greece",Greece,GR,"i,ii,iii,iv,vi",1989,106,"Prefecture of Ilia, Region of West Greece in the Western Peloponnese","Prefecture of Ilia, Region of West Greece in the Western Peloponnese"
http://whc.unesco.org/en/list/790,,790,8.951111,-79.540556,Archaeological Site of PanamÃ¡ Viejo and Historic District of PanamÃ¡,Archaeological Site of Panamá Viejo and Historic District of Panamá,http://en.wikipedia.org/wiki/Panama_City,Panama,PA,"ii,iv,vi",1997,57,"Panama' Province, Panama' District","Panama' Province, Panama' District"
http://whc.unesco.org/en/list/184,,184,32.80528,12.485,Archaeological Site of Sabratha,Archaeological Site of Sabratha,http://en.wikipedia.org/wiki/Sabratha,Libyan Arab Jamahiriya,LY,iii,1982,,District of Zawia,District of Zawia
http://whc.unesco.org/en/list/849,,849,39.95644,26.239,Archaeological Site of Troy,Archaeological Site of Troy,http://en.wikipedia.org/wiki/Troy,Turkey,TR,"ii,iii,vi",1998,158,Province of Ãanakkale,Province of Ãanakkale
http://whc.unesco.org/en/list/836,,836,34.07389,-5.55694,Archaeological Site of Volubilis,Archaeological Site of Volubilis,http://en.wikipedia.org/wiki/Volubilis,Morocco,MA,"ii,iii,iv,vi",1997,42,Wilaya de MeknÃ¨s - Province MeknÃ¨s El Menzeh Meulay-Idriss Zerhoun,Wilaya de MeknÃ¨s - Province MeknÃ¨s El Menzeh Meulay-Idriss Zerhoun
http://whc.unesco.org/en/list/434,,434,23.26986,56.745,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn","Archaeological Sites of Bat, Al-Khutm and Al-Ayn",http://en.wikipedia.org/wiki/List_of_World_Heritage_Sites_in_the_Arab_States,Oman,OM,"iii,iv",1988,,Al Dhahira region,Al Dhahira region
http://whc.unesco.org/en/list/941,,941,37.733333,22.75,Archaeological Sites of Mycenae and Tiryns,Archaeological Sites of Mycenae and Tiryns,http://en.wikipedia.org/wiki/Tiryns,Greece,GR,"i,ii,iii,iv,vi",1999,,"Prefecture of Argolis, Region of the Peloponnesos","Prefecture of Argolis, Region of the Peloponnesos"
http://whc.unesco.org/en/list/560,,560,30.37583,-107.95556,"Archaeological Zone of Paquimé, Casas Grandes","Archaeological Zone of Paquimé, Casas Grandes",http://en.wikipedia.org/wiki/Casas_Grandes,Mexico,MX,"iii,iv",1998,,"Municipality of Casas Grandes, State of Chihuahua","Municipality of Casas Grandes, State of Chihuahua"
http://whc.unesco.org/en/list/657,,657,56.31035,38.1312,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,http://en.wikipedia.org/wiki/Trinity_Lavra_of_St._Sergius,Russian Federation,RU,"ii,iv",1993,,"Moscow region, town Sergiev-Posad (ex Zagorsk)","Moscow region, town Sergiev-Posad (ex Zagorsk)"
http://whc.unesco.org/en/list/1196,,1196,53.22278,26.69139,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh","Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",http://en.wikipedia.org/wiki/Nesvizh_Castle,Belarus,BY,"ii,iv,vi",2005,,Minsk Province (Minskaya Voblasts'),Minsk Province (Minskaya Voblasts')
http://whc.unesco.org/en/list/928,,928,10.85,-85.616667,Area de ConservaciÃ³n Guanacaste,Area de Conservación Guanacaste,http://en.wikipedia.org/wiki/Area_de_Conservaci%C3%B3n_Guanacaste_World_Heritage_Site,Costa Rica,CR,"ix,x",1999,147000,Guanacaste and Alajuela provinces,Guanacaste and Alajuela provinces
http://whc.unesco.org/en/list/164,,164,43.677639,4.630694,"Arles, Roman and Romanesque Monuments","Arles, Roman and Romanesque Monuments","http://en.wikipedia.org/wiki/Arles,_Roman_and_Romanesque_Monuments",France,FR,"ii,iv",,65,N43 40 39.5 E4 37 50.5,N43 40 39.5 E4 37 50.5
http://whc.unesco.org/en/list/1262,,1262,38.978889,45.473333,Armenian Monastic Ensembles of Iran,Armenian Monastic Ensembles of Iran,http://en.wikipedia.org/wiki/Saint_Thaddeus_Monastery,Iran (Islamic Republic of),IR,"ii,iii,vi",,129,N38 58 44 E45 28 24,N38 58 44 E45 28 24
http://whc.unesco.org/en/list/35,,35,6.401111,-1.625833,Asante Traditional Buildings,Asante Traditional Buildings,http://en.wikipedia.org/wiki/Asante_Traditional_Buildings,Ghana,GH,v,1980,,Asante Region,Asante Region
http://whc.unesco.org/en/list/1130,,1130,35.45889,43.25972,Ashur (Qal'at Sherqat),Ashur (Qal'at Sherqat),http://en.wikipedia.org/wiki/Assur,Iraq,IQ,"iii,iv",2003,70,Governorate of Salah ad Din,Governorate of Salah ad Din
http://whc.unesco.org/en/list/990,,990,43.066167,12.622444,"Assisi, the Basilica of San Francesco and Other Franciscan Sites","Assisi, the Basilica of San Francesco and Other Franciscan Sites",http://en.wikipedia.org/wiki/Basilica_of_San_Francesco_d%27Assisi,Italy,IT,"i,ii,iii,iv,vi",,14563,N43 3 58.2 E12 37 20.8,N43 3 58.2 E12 37 20.8
http://whc.unesco.org/en/list/1329,,1329,24.734133,46.572467,At-Turaif District in ad-Dir'iyah,At-Turaif District in ad-Dir'iyah,http://en.wikipedia.org/wiki/Diriyah,Saudi Arabia,SA,"iv,v,vi",,29,N24 44 2.88 E46 34 20.88,N24 44 2.88 E46 34 20.88
http://whc.unesco.org/en/list/893,,893,-24.16667,-48,Atlantic Forest South-East Reserves,Atlantic Forest South-East Reserves,http://en.wikipedia.org/wiki/Atlantic_Forest,Brazil,BR,"vii,ix,x",1999,468193,"Atlantic coast, states of Parana and Sao Paolo","Atlantic coast, states of Parana and Sao Paolo"
http://whc.unesco.org/en/list/31,,31,50.066667,19.35,Auschwitz Birkenau German Nazi Concentration and Extermination Camp (1940-1945),Auschwitz Birkenau German Nazi Concentration and Extermination Camp (1940-1945),http://en.wikipedia.org/wiki/Auschwitz_concentration_camp,Poland,PL,vi,1979,,"Oswiecim County, Lesser Poland (Malopolska) Voivodship (formerly Bielsko-Biala)","Oswiecim County, Lesser Poland (Malopolska) Voivodship (formerly Bielsko-Biala)"
http://whc.unesco.org/en/list/1306,,1306,-33.378333,150.994444,Australian Convict Sites,Australian Convict Sites,http://en.wikipedia.org/wiki/Australian_Convict_Sites,Australia,AU,"iv,vi",,1503,S33 22 42 E150 59 40,S33 22 42 E150 59 40
http://whc.unesco.org/en/list/698,,698,-19.083333,138.716667,Australian Fossil Mammal Sites (Riversleigh / Naracoorte),Australian Fossil Mammal Sites (Riversleigh / Naracoorte),http://en.wikipedia.org/wiki/Naracoorte_Caves_National_Park,Australia,AU,"viii,ix",1994,10300,States of Queensland and South Australia,States of Queensland and South Australia
http://whc.unesco.org/en/list/294,,294,34.00707,36.20494,Baalbek,Baalbek,http://en.wikipedia.org/wiki/Baalbek,Lebanon,LB,"i,iv",1984,,"City and District of Baalbek, Beqaa Governorate","City and District of Baalbek, Beqaa Governorate"
http://whc.unesco.org/en/list/710,,710,42.26222,42.71639,Bagrati Cathedral and Gelati Monastery,Bagrati Cathedral and Gelati Monastery,http://en.wikipedia.org/wiki/Gelati_Monastery,Georgia,GE,iv,1994,7.87,"City of Kutaisi, Region of Imereti","City of Kutaisi, Region of Imereti"
http://whc.unesco.org/en/list/1220,,1220,32.829397,34.971649,BahÃ¡'i Holy Places in Haifa and the Western Galilee,Bahá’i Holy Places in Haifa and the Western Galilee,http://en.wikipedia.org/wiki/Bah%25C3%25A1%27%25C3%25AD_World_Centre_buildings,Israel,IL,"iii,vi",2008,63,Haifa and Northern Districts,Haifa and Northern Districts
http://whc.unesco.org/en/list/433,,433,22.96417,57.30111,Bahla Fort,Bahla Fort,http://en.wikipedia.org/wiki/Bahla_Fort,Oman,OM,iv,1987,,"Oasis of Bahla, 25 km west of Nazwa","Oasis of Bahla, 25 km west of Nazwa"
http://whc.unesco.org/en/list/1208,,1208,29.11683,58.366667,Bam and its Cultural Landscape,Bam and its Cultural Landscape,"http://en.wikipedia.org/wiki/Bam,_Iran",Iran (Islamic Republic of),IR,"ii,iii,iv,v",2004,,"Kerman Province, Bam District","Kerman Province, Bam District"
http://whc.unesco.org/en/list/575,,575,17.54861,103.35833,Ban Chiang Archaeological Site,Ban Chiang Archaeological Site,http://en.wikipedia.org/wiki/Ban_Chiang,Thailand,TH,iii,1992,64,Udon Thani Province,Udon Thani Province
http://whc.unesco.org/en/list/506,,506,20.23472,-16.10889,Banc d'Arguin National Park,Banc d'Arguin National Park,http://en.wikipedia.org/wiki/Banc_d%27Arguin_National_Park,Mauritania,MR,"ix,x",1989,1200000,Nouadhibou and Azefal,Nouadhibou and Azefal
http://whc.unesco.org/en/list/973,,973,49.29333,21.27917,Bardejov Town Conservation Reserve,Bardejov Town Conservation Reserve,http://en.wikipedia.org/wiki/Bardejov,Slovakia,SK,"iii,iv",2000,,"Town and District of Bardejov, PreÅ¡ov Region","Town and District of Bardejov, PreÅ¡ov Region"
http://whc.unesco.org/en/list/677,,677,14.59,120.97,Baroque Churches of the Philippines,Baroque Churches of the Philippines,http://en.wikipedia.org/wiki/Baroque_Churches_of_the_Philippines,Philippines,PH,"ii,iv",1993,,"Immaculate Conception: District of Intramuros, City of Manila Nuestra Senora: Municipality of Santa Maria, Province of Ilocos Sur San Agustin: Municipality of Paoay, Province of Ilocos Norte Santo Tomas: Municipality of Miag-ao, Province of Iloilo","Immaculate Conception: District of Intramuros, City of Manila Nuestra Senora: Municipality of Santa Maria, Province of Ilocos Sur San Agustin: Municipality of Paoay, Province of Ilocos Norte Santo Tomas: Municipality of Miag-ao, Province of Iloilo"
http://whc.unesco.org/en/list/729,,729,50.97477,11.32949,Bauhaus and its Sites in Weimar and Dessau,Bauhaus and its Sites in Weimar and Dessau,http://en.wikipedia.org/wiki/Bauhaus,Germany,DE,"ii,iv,vi",1996,,States of Saxony-Anhalt (Sachsen-Anhalt) and Thuringia (ThÃ¼ringen),States of Saxony-Anhalt (Sachsen-Anhalt) and Thuringia (ThÃ¼ringen)
"http://whc.unesco.org/en/list/943
http://whc.unesco.org/en/list/943",,943,50.17444,3.23139,Belfries of Belgium and France,Belfries of Belgium and France,http://en.wikipedia.org/wiki/Belfries_of_Belgium_and_France,Belgium,BE,"ii,iv",1999,, France,
http://whc.unesco.org/en/list/764,,764,16.75,-87.058333,Belize Barrier Reef Reserve System,Belize Barrier Reef Reserve System,http://en.wikipedia.org/wiki/Belize_Barrier_Reef,Belize,BZ,"vii,ix,x",1996,96300,"Belize District (sites I, II, III), Stann Creek District ( IV,V,VI), Toledo District (VII)","Belize District (sites I, II, III), Stann Creek District ( IV,V,VI), Toledo District (VII)"
http://whc.unesco.org/en/list/33,,33,52.5,23.583333,Belovezhskaya Pushcha / BiaÅowieÅ¼a Forest,Belovezhskaya Pushcha / Białowieża Forest,http://en.wikipedia.org/wiki/Bia%C5%82owie%C5%BCa_Forest,Belarus,BY,vii,1979,92669,Poland,Poland
