_SourcePage,name,wikipedia_link,Coordinates,Country,Criteria,Date of Inscription,size_has,Ref,Region
http://whc.unesco.org/en/list/965,Rietveld SchrÃ¶derhuis (Rietveld SchrÃ¶der House),http://en.wikipedia.org/wiki/Rietveld_Schr%C3%B6der_House,N52 5 7 E5 8 50,Netherlands,(i)(ii),2000,,965.0,City and Province of Utrecht
http://whc.unesco.org/en/list/216,Rila Monastery,http://en.wikipedia.org/wiki/Rila_Monastery,N42 7 0 E23 23 60,Bulgaria,(vi),1983,11.0,216.0,"On the slopes of Rila, the highest Balkan Peninsula Mountain, in the valley of the Rilska River, 29 km east of the Sofia-Thessaloniki Highway. Rila, Kyustendil Province"
http://whc.unesco.org/en/list/548,RÃ­o Abiseo National Park,http://en.wikipedia.org/wiki/Rio_Abiseo_National_Park,S7 45 0 W77 15 0,Peru,(iii)(vii)(ix)(x),1990,274520.0,548.0,"Department of San Martin, Province Mariscal Caceres, District of Huicungo"
http://whc.unesco.org/en/list/196,RÃ­o PlÃ¡tano Biosphere Reserve,http://en.wikipedia.org/wiki/R%25C3%25ADo_Pl%25C3%25A1tano_Biosphere_Reserve,N15 44 40 W84 40 30,Honduras,(vii)(viii)(ix)(x),1982,500000.0,196.0,"Northeast of the country in the area known as the ""Mosquitia HondureÃ±a"""
http://whc.unesco.org/en/list/916,Robben Island,http://en.wikipedia.org/wiki/Robben_Island,S33 47 60 E18 22 0,South Africa,(iii)(vi),1999,475.0,916.0,Western Cape Province
http://whc.unesco.org/en/list/352,Rock Art of Alta,http://en.wikipedia.org/wiki/Rock_carvings_at_Alta,N69 57 0 E23 10 59.988,Norway,(iii),1985,,352.0,"Alta municipality, county of Finnmark"
http://whc.unesco.org/en/list/874,Rock Art of the Mediterranean Basin on the Iberian Peninsula,http://en.wikipedia.org/wiki/Rock_art_of_the_Iberian_Mediterranean_Basin,N39 47 23.82 W1 1 59.916,Spain,(iii),1998,,874.0,"Autonomous Communities of Andalusia, AragÃ³n, Castille-La Mancha, Catalonia, Murcia and Valencia"
http://whc.unesco.org/en/list/287,Rock-Art Sites of Tadrart Acacus,http://en.wikipedia.org/wiki/Acacus_Mountains,N24 49 59.988 E10 19 59.988,Libyan Arab Jamahiriya,(iii),1985,,287.0,Fezzan
http://whc.unesco.org/en/list/557,Rock Carvings in Tanum,http://en.wikipedia.org/wiki/Tanumshede,N58 42 3.996 E11 20 27.996,Sweden,(i)(iii)(iv),1994,,557.0,Bohuslan
http://whc.unesco.org/en/list/94,Rock Drawings in Valcamonica,http://en.wikipedia.org/wiki/Rock_Drawings_in_Valcamonica,N45 57 25.4 E10 17 50.4,Italy,(iii)(vi),1979,,94.0,"Province of Brescia, Lombardy"
http://whc.unesco.org/en/list/18,"Rock-Hewn Churches, Lalibela",http://en.wikipedia.org/wiki/Lalibela,N12 1 45.66 E39 2 25.512,Ethiopia,(i)(ii)(iii),1978,,18.0,Amhara Region
http://whc.unesco.org/en/list/45,Rock-Hewn Churches of Ivanovo,http://en.wikipedia.org/wiki/Rock-hewn_Churches_of_Ivanovo,N43 43 0 E25 58 0,Bulgaria,(ii)(iii),1979,172.0,45.0,"Village of Ivanovo, 16 km from the town of Ruse, Province of Ruse"
http://whc.unesco.org/en/list/714,Rock Paintings of the Sierra de San Francisco,http://en.wikipedia.org/wiki/Rock_Paintings_of_Sierra_de_San_Francisco,N27 39 20.016 W112 54 57.996,Mexico,(i)(iii),1993,,714.0,State: Lower California Sud Municipality
http://whc.unesco.org/en/list/925,Rock Shelters of Bhimbetka,http://en.wikipedia.org/wiki/Bhimbetka_rock_shelters,N22 55 40 E77 34 60,India,(iii)(v),2003,1893.0,925.0,Madhya Pradesh
http://whc.unesco.org/en/list/586,Rohtas Fort,http://en.wikipedia.org/wiki/Rohtas_Fort,N32 57 45 E73 35 20,Pakistan,(ii)(iv),1997,,586.0,"Jhelum City, Punjab"
http://whc.unesco.org/en/list/367,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",http://en.wikipedia.org/wiki/Trier,N49 45 0 E6 37 60,Germany,(i)(iii)(iv)(vi),1986,,367.0,State of Rhineland-Palatinate (Rheinland-Pfalz)
http://whc.unesco.org/en/list/163,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange","http://en.wikipedia.org/wiki/Orange,_Vaucluse",N44 8 8.6 E4 48 30.3,France,(iii)(vi),1981,9.45,163.0,"Department of Vacluse, Region of Provence-Alpes-CÃ´te-d'Azur"
http://whc.unesco.org/en/list/987,Roman Walls of Lugo,http://en.wikipedia.org/wiki/Lugo,N43 0 39.996 W7 33 11.988,Spain,(iv),2000,,987.0,"Province of Lugo, Autonomous Community of Galicia"
http://whc.unesco.org/en/list/695,Roskilde Cathedral,http://en.wikipedia.org/wiki/Roskilde_Cathedral,N55 38 32 E12 4 47,Denmark,(ii)(iv),1995,0.4,695.0,"Island of Sjaelland, City of Roskilde, Sealand Region"
http://whc.unesco.org/en/list/669,Route of Santiago de Compostela,http://en.wikipedia.org/wiki/Way_of_St._James,N42 27 33.012 W5 52 59.988,Spain,(ii)(iv)(vi),1993,,669.0,"Autonomous Communities of Aragon, Navarre, la Rioja, Castile-Leon and Galicia"
http://whc.unesco.org/en/list/868,Routes of Santiago de Compostela in France,http://en.wikipedia.org/wiki/World_Heritage_Sites_of_the_Routes_of_Santiago_de_Compostela_in_France,N45 11 2.6 E0 43 22.6,France,(ii)(iv)(vi),1998,,868.0,"Regions of Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Centre, Champagne-Ardenne, Ile-de-France, Languedoc-Roussillon, Limousin, Midi-PyrÃ©nÃ©es, Picardie, Poitou-Charentes, and Provence-Alpes-CÃ´te d'Azur"
http://whc.unesco.org/en/list/1084,"Royal Botanic Gardens, Kew","http://en.wikipedia.org/wiki/Royal_Botanic_Gardens,_Kew",N51 28 55 E0 17 38.5,United Kingdom of Great Britain and Northern Ireland,(ii)(iii)(iv),2003,132.0,1084.0,"London Borough of Richmond upon Thames, southwest Greater London"
http://whc.unesco.org/en/list/284,Royal Chitwan National Park,http://en.wikipedia.org/wiki/Chitwan_National_Park,N27 30 0 E84 19 59.988,Nepal,(vii)(ix)(x),1984,93200.0,284.0,Chitwan District of the Narayani Zone
http://whc.unesco.org/en/list/559,Royal Domain of Drottningholm,http://en.wikipedia.org/wiki/Drottningholm_Palace,N59 19 23.016 E17 52 59.988,Sweden,(iv),1991,,559.0,"Province of Stockholm, Region of Ekero"
http://whc.unesco.org/en/list/1131,Royal Exhibition Building and Carlton Gardens,http://en.wikipedia.org/wiki/Royal_Exhibition_Building,S37 48 22 E144 58 13,Australia,(ii),2004,26.0,1131.0,"Melbourne, Victoria"
http://whc.unesco.org/en/list/950,Royal Hill of Ambohimanga,http://en.wikipedia.org/wiki/Ambohimanga,S18 45 33.012 E47 33 46.008,Madagascar,(iii)(iv)(vi),2001,59.0,950.0,"Municipality of Ambohimanga Rova, Province of Antananarivo Avaradrano"
http://whc.unesco.org/en/list/665,Royal Monastery of Santa MarÃ­a de Guadalupe,http://en.wikipedia.org/wiki/Santa_Mar%25C3%25ADa_de_Guadalupe,N39 27 10.26 W5 19 39,Spain,(iv)(vi),1993,,665.0,"Province of CÃ¡ceres, Autonomous Community of Extremadura"
http://whc.unesco.org/en/list/323,Royal Palaces of Abomey,http://en.wikipedia.org/wiki/Abomey,N7 10 60 E1 58 60,Benin,(iii)(iv),1985,48.0,323.0,Province du Zou
http://whc.unesco.org/en/list/1319,Royal Tombs of the Joseon Dynasty,http://en.wikipedia.org/wiki/Royal_Tombs_of_the_Joseon_Dynasty,Date of Inscription: 2009,"Korea, Republic of",(iii)(iv)(vi),,1891.0,1319.0,N37 11 50 E128 27 10
http://whc.unesco.org/en/list/144,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,http://en.wikipedia.org/wiki/Kilwa_Kisiwani,S8 57 28.008 E39 31 22.008,"Tanzania, United Republic of",(iii),1981,,144.0,"Lindi Region, District of Kilwa"
http://whc.unesco.org/en/list/613,Ruins of LeÃ³n Viejo,http://en.wikipedia.org/wiki/Le%25C3%25B3n_Viejo,N12 23 49.992 W86 36 37.008,Nicaragua,(iii)(iv),2000,,613.0,"Puerto Momotombo, Municipality of La Paz Centro, Department of LeÃ³n"
http://whc.unesco.org/en/list/1225,Ruins of Loropéni,http://en.wikipedia.org/wiki/Lorop%25C3%25A9ni,Date of Inscription: 2009,Burkina Faso,(iii),,1.11,1225.0,N10 15 0 W3 34 60
http://whc.unesco.org/en/list/322,Ruins of the Buddhist Vihara at Paharpur,http://en.wikipedia.org/wiki/Somapura_Mahavihara,N25 1 60 E88 58 60,Bangladesh,(i)(ii)(vi),1985,,322.0,Naogaon Subdivision of Rajshahi District
http://whc.unesco.org/en/list/684,Rwenzori Mountains National Park,http://en.wikipedia.org/wiki/Rwenzori_Mountains_National_Park,N0 13 25 E29 55 27,Uganda,(vii)(x),1994,99600.0,684.0,"District of Kabarole, Kasese and Bundibugyo"
http://whc.unesco.org/en/list/55,RÃ¸ros Mining Town and the Circumference,http://en.wikipedia.org/wiki/Rio_de_Janeiro,Date of Inscription: 1980,Norway,(iii)(iv)(v),2010,,55.0,N62 34 26 E11 23 8
http://whc.unesco.org/en/list/200,Sacred City of Anuradhapura,http://en.wikipedia.org/wiki/Anuradhapura,N8 19 60 E80 22 60,Sri Lanka,(ii)(iii)(vi),1982,,200.0,"North Central Province, Anuradhapura District"
http://whc.unesco.org/en/list/1269,Sacred City of Caral-Supe,http://en.wikipedia.org/wiki/Caral,Date of Inscription: 2009,Peru,(ii)(iii)(iv),,626.0,1269.0,S10 53 30 W77 31 17
http://whc.unesco.org/en/list/450,Sacred City of Kandy,http://en.wikipedia.org/wiki/Kandy,N7 17 37 E80 38 25,Sri Lanka,(iv)(vi),1988,,450.0,Central Province
http://whc.unesco.org/en/list/1231,Sacred Mijikenda Kaya Forests,http://en.wikipedia.org/wiki/Mijikenda_peoples,S3 55 55 E39 35 46,Kenya,(iii)(v)(vi),2008,1538.0,1231.0,Coast Province
http://whc.unesco.org/en/list/1142,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,http://en.wikipedia.org/wiki/Sacred_Sites_and_Pilgrimage_Routes_in_the_Kii_Mountain_Range,N33 50 13 E135 46 35,Japan,(ii)(iii)(iv)(vi),2004,495.0,1142.0,"Mie, Nara and Wakayama Prefectures"
http://whc.unesco.org/en/list/1068,Sacri Monti of Piedmont and Lombardy,http://en.wikipedia.org/wiki/Sacri_Monti_of_Piedmont_and_Lombardy,N45 58 28.4 E9 10 10.4,Italy,(ii)(iv),2003,91.0,1068.0,Regions of Lombardy and Piedmont
http://whc.unesco.org/en/list/120,Sagarmatha National Park,http://en.wikipedia.org/wiki/Sagarmatha_National_Park,N27 57 55.008 E86 54 47.016,Nepal,(vii),1979,124400.0,120.0,Solu-Khumbu District of the Sagarmatha Zone
http://whc.unesco.org/en/list/954,Saint Catherine Area,"http://en.wikipedia.org/wiki/Saint_Catherine%27s_Monastery,_Mount_Sinai",N28 33 22.428 E33 58 31.548,Egypt,(i)(iii)(iv)(vi),2002,60100.0,954.0,Governorate of Janub Sina' (South Sinai)
http://whc.unesco.org/en/list/280,Salonga National Park,http://en.wikipedia.org/wiki/Salonga_National_Park,S2 0 0 E21 0 0,Democratic Republic of the Congo,(vii)(ix),1984,3600000.0,280.0,"Provinces of Equateur, Bandundu and KasaÃ¯ Oriental and Occidental"
http://whc.unesco.org/en/list/1028,Saltaire,http://en.wikipedia.org/wiki/Saltaire,N53 50 21 W1 47 18,United Kingdom of Great Britain and Northern Ireland,(ii)(iv),2001,20.0,1028.0,"West Yorkshire, England"
http://whc.unesco.org/en/list/603,Samarkand â Crossroads of Cultures,http://en.wikipedia.org/wiki/Samarkand,N39 40 6.996 E67 0 0,Uzbekistan,(i)(ii)(iv),2001,965.0,603.0,Samarkand Region
http://whc.unesco.org/en/list/276,Samarra Archaeological City,http://en.wikipedia.org/wiki/Samarra,N34 20 27.562 E43 49 24.755,Iraq,(ii)(iii)(iv),2007,15058.0,276.0,"Samarra Township, Salah al-Din Governorate"
http://whc.unesco.org/en/list/744,San AgustÃ­n Archaeological Park,"http://en.wikipedia.org/wiki/San_Agust%25C3%25ADn,_Huila",N1 55 0 W76 13 60,Colombia,(iii),1995,,744.0,Department of Huila: Municipalities of San Augustin and San JosÃ© de Isnos
http://whc.unesco.org/en/list/929,San CristÃ³bal de La Laguna,http://en.wikipedia.org/wiki/San_Crist%25C3%25B3bal_de_La_Laguna,N28 28 40.4 W16 18 42.4,Spain,(ii)(iv),1999,60.0,929.0,"Province of Santa Cruz de Tenerife, Canary Islands"
http://whc.unesco.org/en/list/1245,San Marino Historic Centre and Mount Titano,http://en.wikipedia.org/wiki/Monte_Titano,Date of Inscription: 2008,San Marino,(iii),,55.0,1245.0,N43 55 58 E12 27 7
http://whc.unesco.org/en/list/805,San MillÃ¡n Yuso and Suso Monasteries,http://en.wikipedia.org/wiki/San_Mill%25C3%25A1n_de_la_Cogolla,N42 19 33.096 W2 51 53.856,Spain,(ii)(iv)(vi),1997,19.0,805.0,"San MillÃ¡n de la Cogolla, Province and Autonomous Community of La Rioja"
http://whc.unesco.org/en/list/841,"San Pedro de la Roca Castle, Santiago de Cuba",http://en.wikipedia.org/wiki/Castillo_de_San_Pedro_de_la_Roca,N19 58 0 W75 52 15,Cuba,(iv)(v),1997,,841.0,Provincia de Santiago de Cuba
http://whc.unesco.org/en/list/491,Sanctuary of Asklepios at Epidaurus,http://en.wikipedia.org/wiki/Epidaurus,N37 40 0 E23 7 0,Greece,(i)(ii)(iii)(iv)(vi),1988,1394.0,491.0,"Prefecture of Argolis, Region of the Peloponnesos"
http://whc.unesco.org/en/list/334,Sanctuary of Bom Jesus do Congonhas,http://en.wikipedia.org/wiki/Congonhas,S20 29 59 W43 51 28,Brazil,(i)(iv),1985,,334.0,"State of Minas Gerais, City of Congohas"
http://whc.unesco.org/en/list/260,Sangay National Park,http://en.wikipedia.org/wiki/Sangay_National_Park,S1 49 59.988 W78 19 59.988,Ecuador,(vii)(viii)(ix)(x),1983,271925.0,260.0,"Provinces of Morona Santiago, Chimborazo and Tungurahua"
http://whc.unesco.org/en/list/593,Sangiran Early Man Site,http://en.wikipedia.org/wiki/Sangiran,S7 24 0 E110 49 0,Indonesia,(iii)(vi),1996,5600.0,593.0,Province of Central Java
http://whc.unesco.org/en/list/347,Santiago de Compostela (Old Town),http://en.wikipedia.org/wiki/Santiago_de_Compostela,N42 52 50.736 W8 32 40.848,Spain,(i)(ii)(vi),1985,,347.0,"Province of A CoruÃ±a, Autonomous Community of Galicia"
http://whc.unesco.org/en/list/1272,SÃ£o Francisco Square in the Town of SÃ£o CristÃ³vÃ£o,http://en.wikipedia.org/wiki/S%25C3%25A3o_Crist%25C3%25B3v%25C3%25A3o,Date of Inscription: 2010,Brazil,(ii)(iv),,3.0,1272.0,S11 0 58 W37 12 36
http://whc.unesco.org/en/list/1102,Saryarka â Steppe and Lakes of Northern Kazakhstan,http://en.wikipedia.org/wiki/Saryarka_%E2%80%94_Steppe_and_Lakes_of_Northern_Kazakhstan,Date of Inscription: 2008,Kazakhstan,(ix)(x),,450344.0,1102.0,N50 25 60 E69 11 20
http://whc.unesco.org/en/list/739,Schokland and Surroundings,http://en.wikipedia.org/wiki/Schokland,N52 38 19 E5 46 18,Netherlands,(iii)(v),1995,110.0,739.0,"Noordoostpolder, Province of Flevoland"
http://whc.unesco.org/en/list/199,Selous Game Reserve,http://en.wikipedia.org/wiki/Selous_Game_Reserve,S9 0 0 E37 23 60,"Tanzania, United Republic of",(ix)(x),1982,5000000.0,199.0,"Coast, Morogoro, Lindi, Mtwara and Ruvuma Regions"
http://whc.unesco.org/en/list/785,Semmering Railway,http://en.wikipedia.org/wiki/Semmering_railway,N47 38 55.6 E15 49 40.7,Austria,(ii)(iv),1998,156.0,785.0,"Between Gloggnitz, State of Lower Austria and Simmering, State of Styria"
http://whc.unesco.org/en/list/736,Seokguram Grotto and Bulguksa Temple,http://en.wikipedia.org/wiki/Seokguram,Date of Inscription: 1995,"Korea, Republic of",(i)(iv),,,736.0,N35 46 60 E129 20 60
http://whc.unesco.org/en/list/156,Serengeti National Park,http://en.wikipedia.org/wiki/Serengeti_National_Park,S2 19 59.988 E34 34 0.012,"Tanzania, United Republic of",(vii)(x),1981,1476300.0,156.0,"Mara, Arusha, and Shinyanga Provinces"
http://whc.unesco.org/en/list/606,Serra da Capivara National Park,http://en.wikipedia.org/wiki/Serra_da_Capivara_National_Park,S8 25 0 W42 19 60,Brazil,(iii),1991,,606.0,"Sud-est de Etat du Piaui â Communes de Sao Raimundo Nonato, Sao Joao do Piaui et Canto do Butriti"
http://whc.unesco.org/en/list/1349,Seventeenth-century canal ring area of Amsterdam inside the Singelgracht,http://en.wikipedia.org/wiki/Canals_of_Amsterdam,Date of Inscription: 2010,Netherlands,(i)(ii)(iv),,198.0,1349.0,N52 21 54 E4 53 16
http://whc.unesco.org/en/list/1214,Sewell Mining Town,"http://en.wikipedia.org/wiki/Sewell,_Chile",S34 05 04 W70 22 58,Chile,(ii),2006,17.0,1214.0,"Libertador General Bernardo O'Higgins Region, Province of Cachapoal, Municipality of Machali"
http://whc.unesco.org/en/list/157,SGang Gwaay,http://en.wikipedia.org/wiki/Gwaii_Haanas_National_Park_Reserve_and_Haida_Heritage_Site,N52 5 42 W131 13 13,Canada,(iii),1981,,157.0,Province of British Columbia
http://whc.unesco.org/en/list/578,"Shark Bay, Western Australia",http://en.wikipedia.org/wiki/Shark_Bay,S25 29 10 E113 26 10,Australia,(vii)(viii)(ix)(x),1991,2197300.0,578.0,State of Western Australia
http://whc.unesco.org/en/list/1345,Sheikh Safi al-din KhÄnegÄh and Shrine Ensemble in Ardabil,http://en.wikipedia.org/wiki/Sheikh_Safi_al-Din_Kh%C4%81neg%C4%81h_and_Shrine_Ensemble,Date of Inscription: 2010,Iran (Islamic Republic of),(i)(ii)(iv),,2.14,1345.0,N38 14 55 E48 17 29
http://whc.unesco.org/en/list/663,Shirakami-Sanchi,http://en.wikipedia.org/wiki/Shirakami-Sanchi,N40 28 12 E140 7 48,Japan,(ix),1993,16939.0,663.0,"Ajigasawa-machi, Nishitsugaru-gun, Aomori Prefecture; Fukaura-machi, Nishitsugaru-gun, Aomori Prefecture; Iwasaki-mura, Nishitsugaru-gun, Aomori Prefecture; Fujisato-machi, Yamamoto-gun, Akita Prefecture"
http://whc.unesco.org/en/list/1193,Shiretoko,http://en.wikipedia.org/wiki/Shiretoko_National_Park,N43 56 57.984 E144 57 56.988,Japan,(ix)(x),2005,34000.0,1193.0,Hokkaido prefecture
http://whc.unesco.org/en/list/913,Shrines and Temples of Nikko,http://en.wikipedia.org/wiki/Shrines_and_Temples_of_Nikk%25C5%258D,N36 44 51 E139 36 38,Japan,(i)(iv)(vi),1999,51.0,913.0,Tochigi Prefecture
http://whc.unesco.org/en/list/1315,Shushtar Historical Hydraulic System,http://en.wikipedia.org/wiki/Shushtar,Date of Inscription: 2009,Iran (Islamic Republic of),(i)(ii)(v),,240.0,1315.0,N32 1 7 E48 50 9
http://whc.unesco.org/en/list/410,Sian Ka'an,http://en.wikipedia.org/wiki/Sian_Ka%27an,N19 22 59.988 W87 47 30.012,Mexico,(vii)(x),1987,528000.0,410.0,"Quintana Roo, Cozumel et Felipe Carrillo Puerto"
http://whc.unesco.org/en/list/1213,"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains",http://en.wikipedia.org/wiki/Sichuan_Giant_Panda_Sanctuaries,N30 49 60 E103 0 0,China,(x),2006,924500.0,1213.0,Sichuan Province
http://whc.unesco.org/en/list/9,Simien National Park,http://en.wikipedia.org/wiki/Semien_Mountains_National_Park,N13 10 60 E38 4 0,Ethiopia,(vii)(x),1978,22000.0,9.0,Gondar Region
http://whc.unesco.org/en/list/405,Sinharaja Forest Reserve,http://en.wikipedia.org/wiki/Sinharaja_Forest_Reserve,N6 25 0 E80 30 0,Sri Lanka,(ix)(x),1988,8564.0,405.0,Sabaragamuwa and Southern Provinces
http://whc.unesco.org/en/list/23,Site of Palmyra,http://en.wikipedia.org/wiki/Palmyra,N34 33 15.012 E38 16 0.012,Syrian Arab Republic,(i)(ii)(iv),1980,0.36,23.0,Province of Homs
http://whc.unesco.org/en/list/757,Skellig Michael,http://en.wikipedia.org/wiki/Skellig_Michael,N51 46 18.984 W10 32 18.996,Ireland,(iii)(iv),1996,22.0,757.0,County Kerry
http://whc.unesco.org/en/list/390,Å kocjan Caves,http://en.wikipedia.org/wiki/%25C5%25A0kocjan_Caves,N45 40 0.012 E14 0 0,Slovenia,(vii)(viii),1986,413.0,390.0,"Villages of Å kocjan pri Divaci, Matavun and Betanja, Communes of Divaca and SeÅ¾ana, Region of Obalno-kraÅ¡ka"
http://whc.unesco.org/en/list/558,SkogskyrkogÃ¥rden,http://en.wikipedia.org/wiki/Skogskyrkog%25C3%25A5rden,N59 16 32.016 E18 5 57.984,Sweden,(ii)(iv),1994,,558.0,Stockholm County
http://whc.unesco.org/en/list/1263,Socotra Archipelago,http://en.wikipedia.org/wiki/Socotra,Date of Inscription: 2008,Yemen,(x),,410460.0,1263.0,N12 30 0 E53 49 60
http://whc.unesco.org/en/list/1188,Soltaniyeh,http://en.wikipedia.org/wiki/Soltaniyeh,N36 26 7.008 E48 47 48.012,Iran (Islamic Republic of),(ii)(iii)(iv),2005,790.0,1188.0,Zanjan province
http://whc.unesco.org/en/list/1248,South China Karst,http://en.wikipedia.org/wiki/South_China_Karst,Date of Inscription: 2007,China,(vii)(viii),,47588.0,1248.0,N25 13 15 E107 58 30
http://whc.unesco.org/en/list/168,Speyer Cathedral,http://en.wikipedia.org/wiki/Speyer_Cathedral,N49 19 0 E8 26 35,Germany,(ii),1981,,168.0,State of Rhineland-Palatinate (Rheinland-Pfalz)
http://whc.unesco.org/en/list/219,Srebarna Nature Reserve,http://en.wikipedia.org/wiki/Srebarna_Nature_Reserve,N44 6 51.984 E27 4 41.016,Bulgaria,(x),1983,638.0,219.0,"Village of Srebarna, Province of Silistra; 16 km west of the town of Silistra and 1 km south of the Danube"
http://whc.unesco.org/en/list/387,St Kilda,"http://en.wikipedia.org/wiki/St_Kilda,_Scotland",Date of Inscription: 1986,United Kingdom of Great Britain and Northern Ireland,(iii)(v)(vii)(ix)(x),"2004, 2005",24201.0,387.0,N57 49 2 W8 34 36
http://whc.unesco.org/en/list/187,St Mary's Cathedral and St Michael's Church at Hildesheim,"http://en.wikipedia.org/wiki/St._Mary%27s_Cathedral,_Hildesheim",N52 9 10.008 E9 56 38.004,Germany,(i)(ii)(iii),1985,0.58,187.0,"District of Hanover, State of Lower Saxony (Niedersachsen)"
http://whc.unesco.org/en/list/1240,Stari Grad Plain,http://en.wikipedia.org/wiki/Stari_Grad_Plain,N43 10 54 E16 38 19,Croatia,(ii)(iii)(v),2008,1377.0,1240.0,Split and Dalmatia Counties
http://whc.unesco.org/en/list/96,Stari Ras and SopoÄani,http://en.wikipedia.org/wiki/Stari_Ras,N43 7 8.004 E20 25 22.008,Serbia,(i)(iii),1979,199.0,96.0,"Vicinity of Novi Pazar, RaÅ¡ka District, Republic of Serbia"
http://whc.unesco.org/en/list/886,"State Historical and Cultural Park ""Ancient Merv""",http://en.wikipedia.org/wiki/Merv,N37 42 2.988 E62 10 39,Turkmenistan,(ii)(iii),1999,353.0,886.0,Mary Vilayet
http://whc.unesco.org/en/list/307,Statue of Liberty,http://en.wikipedia.org/wiki/Statue_of_Liberty,N40 41 22 W74 2 41,United States of America,(i)(vi),1984,,307.0,"New York, New York"
http://whc.unesco.org/en/list/1298,Stoclet House,http://en.wikipedia.org/wiki/Stoclet_Palace,Date of Inscription: 2009,Belgium,(i)(ii),,0.86,1298.0,N50 50 6 E4 24 58
"http://whc.unesco.org/en/list/1226
http://whc.unesco.org/en/list/1226",Stone Circles of Senegambia,http://en.wikipedia.org/wiki/Senegambian_stone_circles,"Central River Division - Gambia, Kaolack Region - Senegal",Gambia,(i)(iii),2006,9.85,1226.0,[sn.gif] Senegal
http://whc.unesco.org/en/list/173,Stone Town of Zanzibar,http://en.wikipedia.org/wiki/Stone_Town,S6 9 47.016 E39 11 21.012,"Tanzania, United Republic of",(ii)(iii)(vi),2000,96.0,173.0,Zanzibar
http://whc.unesco.org/en/list/373,"Stonehenge, Avebury and Associated Sites","http://en.wikipedia.org/wiki/Stonehenge,_Avebury_and_Associated_Sites",N51 10 44 W1 49 31,United Kingdom of Great Britain and Northern Ireland,(i)(ii)(iii),1986,4985.0,373.0,"Wiltshire, England"
http://whc.unesco.org/en/list/495,Strasbourg â Grande Ã®le,http://en.wikipedia.org/wiki/European_Court_of_Human_Rights,N48 34 53 E7 43 48,France,(i)(ii)(iv),1988,94.0,495.0,"Department of Bas-Rhin, Alsace Region"
"http://whc.unesco.org/en/list/1187
http://whc.unesco.org/en/list/1187
http://whc.unesco.org/en/list/1187
http://whc.unesco.org/en/list/1187
http://whc.unesco.org/en/list/1187
http://whc.unesco.org/en/list/1187
http://whc.unesco.org/en/list/1187
http://whc.unesco.org/en/list/1187
http://whc.unesco.org/en/list/1187
http://whc.unesco.org/en/list/1187",Struve Geodetic Arc,http://en.wikipedia.org/wiki/Struve_Geodetic_Arc,"[fi.gif] Finland [lv.gif] Latvia [lt.gif] Lithuania [md.gif] Moldova, Republic of [no.gif] Norway [ru.gif] Russian Federation [se.gif] Sweden [ua.gif] Ukraine N59 3 28 E26 20 16 Date of Inscription:",Belarus,(ii)(iii)(vi),2005,,1187.0,[ee.gif] Estonia
http://whc.unesco.org/en/list/389,Studenica Monastery,http://en.wikipedia.org/wiki/Studenica_monastery,N43 29 9.996 E20 32 12.012,Serbia,(i)(ii)(iv)(vi),1986,1.16,389.0,"Village of Studenica, Commune of Kraljevo, RaÅ¡ka District, Republic of Serbia"
http://whc.unesco.org/en/list/372,Studley Royal Park including the Ruins of Fountains Abbey,http://en.wikipedia.org/wiki/Studley_Royal_Park,N54 6 58 W1 34 23,United Kingdom of Great Britain and Northern Ireland,(i)(iv),1986,,372.0,"North Yorkshire, England"
http://whc.unesco.org/en/list/833,Su Nuraxi di Barumini,http://en.wikipedia.org/wiki/Su_Nuraxi_di_Barumini,N39 42 21 E8 59 29,Italy,(i)(iii)(iv),1997,2.33,833.0,"Province of Medio Campidano, Sardinia"
http://whc.unesco.org/en/list/938,Sukur Cultural Landscape,http://en.wikipedia.org/wiki/Sukur,N10 44 26.016 E13 34 18.984,Nigeria,(iii)(v)(vi),1999,,938.0,"Madagali Local Government Area, Adamawa State"
http://whc.unesco.org/en/list/1230,Sulaiman-Too Sacred Mountain,http://en.wikipedia.org/wiki/Sulayman_Mountain,Date of Inscription: 2009,Kyrgyzstan,(iii)(vi),,112.0,1230.0,N40 31 52 E72 46 58
http://whc.unesco.org/en/list/880,"Summer Palace, an Imperial Garden in Beijing",http://en.wikipedia.org/wiki/Summer_Palace,N39 54 38 E116 8 28,China,(i)(ii)(iii),1998,,880.0,10 km northwest of Beijing
http://whc.unesco.org/en/list/246,"Sun Temple, KonÃ¢rak",http://en.wikipedia.org/wiki/Konark_Sun_Temple,N19 53 15 E86 5 40.992,India,(i)(iii)(vi),1984,11.0,246.0,"State of Orissa, Puri District"
http://whc.unesco.org/en/list/452,Sundarbans National Park,http://en.wikipedia.org/wiki/Sundarbans_National_Park,N21 56 42 E88 53 45,India,(ix)(x),1987,133010.0,452.0,West Bengal
http://whc.unesco.org/en/list/1267,Surtsey,http://en.wikipedia.org/wiki/Surtsey,Date of Inscription: 2008,Iceland,(ix),,3370.0,1267.0,N63 18 11 W20 36 8
