_SourcePage,name,wikipedia_link,Coordinates,Country,Criteria,Date of Inscription,size_has,Ref,Region
http://whc.unesco.org/en/list/549,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",http://en.wikipedia.org/wiki/Palace_of_Caserta,N41 4 23.988 E14 19 35.004,Italy,(i)(ii)(iii)(iv),1997,87.0,549.0,"Provinces of Caserta and Benevento, Campania"
http://whc.unesco.org/en/list/3,Aachen Cathedral,http://en.wikipedia.org/wiki/Aachen_Cathedral,N50 46 28 E6 5 4,Germany,(i)(ii)(iv)(vi),1978,,3.0,State of North Rhine-Westphalia (Nordrhein-Westfalen)
http://whc.unesco.org/en/list/1227,Aapravasi Ghat,http://en.wikipedia.org/wiki/Aapravasi_Ghat,S20 9 31.1 E57 30 11.4,Mauritius,(vi),2006,0.16,1227.0,Port Louis District
http://whc.unesco.org/en/list/515,Abbey and Altenmünster of Lorsch,http://en.wikipedia.org/wiki/Lorsch_Abbey,N49 39 13.284 E8 34 6.888,Germany,(iii)(iv),1991,,515.0,"District of Bergstrasse, State of Hesse (Hessen)"
http://whc.unesco.org/en/list/230,Abbey Church of Saint-Savin sur Gartempe,http://en.wikipedia.org/wiki/Abbey_Church_of_Saint-Savin-sur-Gartempe,N46 33 52.992 E0 51 57.996,France,(i)(iii),1983,0.16,230.0,"Department of Vienne, Poitou-Charentes Region"
http://whc.unesco.org/en/list/90,Abu Mena,http://en.wikipedia.org/wiki/Abu_Mena,N30 51 0 E29 40 0,Egypt,(iv),1979,183.0,90.0,"Mariut desert, District of Burg al-Arab, Gouvernate of Al Iskandariyah (Alexandria)"
http://whc.unesco.org/en/list/404,"Acropolis, Athens",http://en.wikipedia.org/wiki/Acropolis_of_Athens,N37 58 15.132 E23 43 34.248,Greece,(i)(ii)(iii)(iv)(vi),1987,3.04,404.0,Prefecture and Region of Attica
http://whc.unesco.org/en/list/1207,Aflaj Irrigation Systems of Oman,http://en.wikipedia.org/wiki/Qanat,N22 59 56 E57 32 9.8,Oman,(v),2006,1456.0,1207.0,"Dakhiliya, Sharqiya and Batinah Regions"
http://whc.unesco.org/en/list/1209,Agave Landscape and Ancient Industrial Facilities of Tequila,"http://en.wikipedia.org/wiki/Tequila,_Jalisco",N20 51 47 W103 46 43,Mexico,(ii)(iv)(v)(vi),2006,35019.0,1209.0,"Valles Region, Jalisco State"
http://whc.unesco.org/en/list/251,Agra Fort,http://en.wikipedia.org/wiki/Agra_Fort,N27 10 60 E78 1 60,India,(iii),1983,,251.0,"Uttar Pradesh, Agra District"
http://whc.unesco.org/en/list/968,Agricultural Landscape of Southern Ãland,http://en.wikipedia.org/wiki/Ireland,N56 19 30 E16 28 59.988,Sweden,(iv)(v),2000,,968.0,"Kalmar County, Island of Ãland"
http://whc.unesco.org/en/list/573,Air and Ténéré Natural Reserves,http://en.wikipedia.org/wiki/A%25C3%25AFr_and_T%25C3%25A9n%25C3%25A9r%25C3%25A9_National_Nature_Reserve,N18 0 0 E9 0 0,Niger,(vii)(ix)(x),1991,7736000.0,573.0,"DÃ©partment d'Agades, arrondissement d'Arlit"
http://whc.unesco.org/en/list/242,Ajanta Caves,http://en.wikipedia.org/wiki/Ajanta_Caves,N20 33 11.988 E75 42 0,India,(i)(ii)(iii)(vi),1983,,242.0,"Maharashtra State, Aurangabad District , Soyagon Taluka, Lenapur Village"
http://whc.unesco.org/en/list/15,Aksum,http://en.wikipedia.org/wiki/Aksumite_Empire,N14 7 48.684 E38 43 6.996,Ethiopia,(i)(iv),1980,,15.0,Tigrai Region
http://whc.unesco.org/en/list/1293,Al-Hijr Archaeological Site (MadÃ¢in SÃ¢lih),http://en.wikipedia.org/wiki/Meda'in_Saleh,Date of Inscription: 2008,Saudi Arabia,(ii)(iii),,1621.0,1293.0,N26 47 1 E37 57 18
http://whc.unesco.org/en/list/102,Al Qal'a of Beni Hammad,http://en.wikipedia.org/wiki/Beni_Hammad_Fort,N35 49 6.384 E4 47 12.624,Algeria,(iii),1980,150.0,102.0,"Commune of Maadid ""Bechara"", Wilaya (province) of M'Sila"
http://whc.unesco.org/en/list/185,Aldabra Atoll,http://en.wikipedia.org/wiki/Aldabra,Date of Inscription: 1982,Seychelles,(vii)(ix)(x),,35000.0,185.0,S9 25 0 E46 25 0
http://whc.unesco.org/en/list/839,Alejandro de Humboldt National Park,http://en.wikipedia.org/wiki/Alejandro_de_Humboldt_National_Park,N20 26 60 W75 0 0,Cuba,(ix)(x),2001,69341.0,839.0,GuantÃ¡namo and HolguÃ­n Provinces
http://whc.unesco.org/en/list/314,"Alhambra, Generalife and AlbayzÃ­n, Granada",http://en.wikipedia.org/wiki/Alhambra,N37 10 36.012 W3 35 39.984,Spain,(i)(iii)(iv),1984,,314.0,"Province of Granada, Autonomous Community of Andalusia"
http://whc.unesco.org/en/list/1046,Alto Douro Wine Region,http://en.wikipedia.org/wiki/Douro_DOC,N41 6 6 W7 47 56,Portugal,(iii)(iv)(v),2001,24600.0,1046.0,"Douro Region, TrÃ¡s-os-Montes e Alto Douro"
http://whc.unesco.org/en/list/162,Amiens Cathedral,http://en.wikipedia.org/wiki/Amiens_Cathedral,N49 53 42 E2 18 6,France,(i)(ii),1981,0.86,162.0,"Department of Somme, Picardie Region"
http://whc.unesco.org/en/list/38,Amphitheatre of El Jem,http://en.wikipedia.org/wiki/El_Djem,N35 17 47.004 E10 42 24.984,Tunisia,(iv)(vi),1979,1.37,38.0,El-Mahdia
http://whc.unesco.org/en/list/705,Ancient Building Complex in the Wudang Mountains,http://en.wikipedia.org/wiki/Wudang_Mountains,N32 28 0.012 E111 0 0,China,(i)(ii)(vi),1994,,705.0,"Danjiangkou City, Hubei Province"
http://whc.unesco.org/en/list/21,Ancient City of Aleppo,http://en.wikipedia.org/wiki/Aleppo,N36 13 59.988 E37 10 0.012,Syrian Arab Republic,(iii)(iv),1986,,21.0,Aleppo
http://whc.unesco.org/en/list/22,Ancient City of Bosra,http://en.wikipedia.org/wiki/Bosra,N32 31 5.016 E36 28 54.012,Syrian Arab Republic,(i)(iii)(vi),1980,,22.0,Governorate of Deraa
http://whc.unesco.org/en/list/20,Ancient City of Damascus,http://en.wikipedia.org/wiki/Damascus,N33 30 41.004 E36 18 23.004,Syrian Arab Republic,(i)(ii)(iii)(iv)(vi),1979,,20.0,Administrative District of Damascus
http://whc.unesco.org/en/list/217,Ancient City of Nessebar,http://en.wikipedia.org/wiki/Nesebar,N42 39 21.996 E27 43 48,Bulgaria,(iii)(iv),1983,27.0,217.0,Burgas Province
http://whc.unesco.org/en/list/812,Ancient City of Ping Yao,http://en.wikipedia.org/wiki/Pingyao,N37 12 5.004 E112 9 15.984,China,(ii)(iii)(iv),1997,,812.0,"Ping Yao County, Shan Xi Province"
http://whc.unesco.org/en/list/201,Ancient City of Polonnaruwa,http://en.wikipedia.org/wiki/Polonnaruwa,N7 54 57 E81 0 2,Sri Lanka,(i)(iii)(vi),1982,,201.0,"North Central Province, Polonnaruva District"
http://whc.unesco.org/en/list/202,Ancient City of Sigiriya,http://en.wikipedia.org/wiki/Sigiriya,N7 57 0 E80 45 0,Sri Lanka,(ii)(iii)(iv),1982,,202.0,"Central Province, Matale District"
http://whc.unesco.org/en/list/750,"Ancient Ksour of Ouadane, Chinguetti, Tichitt and Oualata",http://en.wikipedia.org/wiki/Chinguetti,N20 55 44.004 W11 37 24.996,Mauritania,(iii)(iv)(v),1996,,750.0,"Oudane, Chinguetti: region de l'Adrar; Tichitt: region du Tagant; Oualata: region du Hodh Echchargut"
http://whc.unesco.org/en/list/1061,"Ancient Maya City of Calakmul, Campeche",http://en.wikipedia.org/wiki/Calakmul,N18 7 21 W89 46 59.988,Mexico,(i)(ii)(iii)(iv),2002,3000.0,1061.0,"Calakmul Municipality, Campeche Province"
http://whc.unesco.org/en/list/87,Ancient Thebes with its Necropolis,"http://en.wikipedia.org/wiki/Thebes,_Egypt",N25 43 59.988 E32 36 0,Egypt,(i)(iii)(vi),1979,7390.0,87.0,Governorate of Qina
http://whc.unesco.org/en/list/1002,Ancient Villages in Southern Anhui â Xidi and Hongcun,http://en.wikipedia.org/wiki/Xidi,N29 54 16 E117 59 15,China,(iii)(iv)(v),2000,52.0,1002.0,"Yi county, Huangshan city, Anhui Province"
http://whc.unesco.org/en/list/668,Angkor,http://en.wikipedia.org/wiki/Angkor,N13 25 60 E103 49 60,Cambodia,(i)(ii)(iii)(iv),1992,,668.0,Province Siem Reap
http://whc.unesco.org/en/list/293,Anjar,"http://en.wikipedia.org/wiki/Anjar,_Lebanon",N33 43 32.988 E35 55 46.992,Lebanon,(iii)(iv),1984,,293.0,"District of Zahle, Beqaa Governorate"
http://whc.unesco.org/en/list/65,Antigua Guatemala,http://en.wikipedia.org/wiki/Antigua_Guatemala,N14 34 0 W90 40 0,Guatemala,(ii)(iii)(iv),1979,49.0,65.0,"Department of SacatepÃ©quez, Panchoy Valley"
http://whc.unesco.org/en/list/654,Arabian Oryx Sanctuary,http://en.wikipedia.org/wiki/Arabian_Oryx_Sanctuary,N19 41 60 E57 0 0,Oman,(x),1994,2750000.0,654.0,Central Region
http://whc.unesco.org/en/list/1044,Aranjuez Cultural Landscape,http://en.wikipedia.org/wiki/Royal_Palace_of_Aranjuez,N40 2 11.22 W3 36 33.624,Spain,(ii)(iv),2001,2048.0,1044.0,Province and Autonomous Community of Madrid
http://whc.unesco.org/en/list/825,Archaeological Area and the Patriarchal Basilica of Aquileia,http://en.wikipedia.org/wiki/Aquileia,N45 46 6 E13 22 3,Italy,(iii)(iv)(vi),1998,155.0,825.0,"Province of Udine, Friuli-Venezia Giulia Region"
http://whc.unesco.org/en/list/831,Archaeological Area of Agrigento,http://en.wikipedia.org/wiki/Agrigento,N37 17 23 E13 35 36,Italy,(i)(ii)(iii)(iv),1997,934.0,831.0,"Province of Agrigento, Sicily"
http://whc.unesco.org/en/list/829,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",http://en.wikipedia.org/wiki/Pompeii,N40 45 0 E14 28 60,Italy,(iii)(iv)(v),1997,98.0,829.0,"Province of Naples, Campania"
http://whc.unesco.org/en/list/664,Archaeological Ensemble of Mérida,"http://en.wikipedia.org/wiki/M%25C3%25A9rida,_Spain",N38 54 57.996 W6 20 16.008,Spain,(iii)(iv),1993,,664.0,"Province of Badajoz, Autonomous Community of Extremadura"
http://whc.unesco.org/en/list/875,Archaeological Ensemble of TÃ¡rraco,http://en.wikipedia.org/wiki/Tarragona,N41 6 53 E1 15 33.5,Spain,(ii)(iii),2000,100.0,875.0,"Province of Tarragona, Autonomous Community of Catalonia,"
http://whc.unesco.org/en/list/659,Archaeological Ensemble of the Bend of the Boyne,http://en.wikipedia.org/wiki/Br%25C3%25BA_na_B%25C3%25B3inne,N53 41 30.012 W6 27 0,Ireland,(i)(iii)(iv),1993,770.0,659.0,County Meath
http://whc.unesco.org/en/list/1008,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,http://en.wikipedia.org/wiki/List_of_World_Heritage_Sites_in_Cuba,N20 1 48 W75 23 29,Cuba,(iii)(iv),2000,81475.0,1008.0,"Santiago and Guantanamo Provinces, South-Eastern Region"
http://whc.unesco.org/en/list/939,Archaeological Monuments Zone of Xochicalco,http://en.wikipedia.org/wiki/Xochicalco,N18 48 37.008 W99 16 30,Mexico,(iii)(iv),1999,,939.0,"Municipalities of Temixco and Miacatlan, Morelos State"
http://whc.unesco.org/en/list/149,Archaeological Park and Ruins of Quirigua,http://en.wikipedia.org/wiki/Quirigu%25C3%25A1,N15 16 14.124 W89 2 24.9,Guatemala,(i)(ii)(iv),1981,,149.0,Department of Izabal
http://whc.unesco.org/en/list/138,Archaeological Ruins at Moenjodaro,http://en.wikipedia.org/wiki/Mohenjo-daro,N27 19 45 E68 8 20,Pakistan,(ii)(iii),1980,240.0,138.0,Sind
http://whc.unesco.org/en/list/780,Archaeological Site of Aigai (modern name Vergina),http://en.wikipedia.org/wiki/Vergina,N40 28 17.004 E22 19 5.988,Greece,(i)(iii),1996,1421.0,780.0,"Prefecture of Imathia, Region of Central Macedonia"
http://whc.unesco.org/en/list/989,Archaeological Site of Atapuerca,http://en.wikipedia.org/wiki/Atapuerca_Mountains,Date of Inscription: 2000,Spain,(iii)(v),,,989.0,N42 22 17 W3 32 50
http://whc.unesco.org/en/list/37,Archaeological Site of Carthage,http://en.wikipedia.org/wiki/Carthage,N36 51 10.008 E10 19 23.988,Tunisia,(ii)(iii)(vi),1979,,37.0,District of Tunis
http://whc.unesco.org/en/list/190,Archaeological Site of Cyrene,"http://en.wikipedia.org/wiki/Cyrene,_Libya",N32 49 30 E21 51 29.988,Libyan Arab Jamahiriya,(ii)(iii)(vi),1982,,190.0,District of Ghebel Akhdar
http://whc.unesco.org/en/list/393,Archaeological Site of Delphi,http://en.wikipedia.org/wiki/Delphi,N38 28 53.364 E22 29 46.212,Greece,(i)(ii)(iii)(iv)(vi),1987,51.0,393.0,"Prefecture of Phokis, Region of Central Greece"
http://whc.unesco.org/en/list/183,Archaeological Site of Leptis Magna,http://en.wikipedia.org/wiki/Lepcis_Magna,N32 38 17.988 E14 17 35.016,Libyan Arab Jamahiriya,(i)(ii)(iii),1982,,183.0,District of Khoms
http://whc.unesco.org/en/list/511,Archaeological Site of Mystras,http://en.wikipedia.org/wiki/Mystras,N37 4 50.016 E22 22 0.012,Greece,(ii)(iii)(iv),1989,54.0,511.0,"Prefecture of Laconia, Region of the Peloponnesos"
http://whc.unesco.org/en/list/517,Archaeological Site of Olympia,"http://en.wikipedia.org/wiki/Olympia,_Greece",N37 38 60 E21 40 0,Greece,(i)(ii)(iii)(iv)(vi),1989,106.0,517.0,"Prefecture of Ilia, Region of West Greece in the Western Peloponnese"
http://whc.unesco.org/en/list/790,Archaeological Site of PanamÃ¡ Viejo and Historic District of PanamÃ¡,http://en.wikipedia.org/wiki/Panama_City,N8 57 4 W79 32 26,Panama,(ii)(iv)(vi),1997,57.0,790.0,"Panama' Province, Panama' District"
http://whc.unesco.org/en/list/184,Archaeological Site of Sabratha,http://en.wikipedia.org/wiki/Sabratha,N32 48 19.008 E12 29 6,Libyan Arab Jamahiriya,(iii),1982,,184.0,District of Zawia
http://whc.unesco.org/en/list/849,Archaeological Site of Troy,http://en.wikipedia.org/wiki/Troy,N39 57 23.184 E26 14 20.4,Turkey,(ii)(iii)(vi),1998,158.0,849.0,Province of Ãanakkale
http://whc.unesco.org/en/list/836,Archaeological Site of Volubilis,http://en.wikipedia.org/wiki/Volubilis,N34 4 26.004 W5 33 24.984,Morocco,(ii)(iii)(iv)(vi),1997,42.0,836.0,Wilaya de MeknÃ¨s - Province MeknÃ¨s El Menzeh Meulay-Idriss Zerhoun
http://whc.unesco.org/en/list/434,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",http://en.wikipedia.org/wiki/List_of_World_Heritage_Sites_in_the_Arab_States,N23 16 11.496 E56 44 42,Oman,(iii)(iv),1988,,434.0,Al Dhahira region
http://whc.unesco.org/en/list/941,Archaeological Sites of Mycenae and Tiryns,http://en.wikipedia.org/wiki/Tiryns,N37 43 60 E22 45 0,Greece,(i)(ii)(iii)(iv)(vi),1999,,941.0,"Prefecture of Argolis, Region of the Peloponnesos"
http://whc.unesco.org/en/list/560,"Archaeological Zone of Paquimé, Casas Grandes",http://en.wikipedia.org/wiki/Casas_Grandes,N30 22 32.988 W107 57 20.016,Mexico,(iii)(iv),1998,,560.0,"Municipality of Casas Grandes, State of Chihuahua"
http://whc.unesco.org/en/list/657,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,http://en.wikipedia.org/wiki/Trinity_Lavra_of_St._Sergius,N56 18 37.26 E38 7 52.32,Russian Federation,(ii)(iv),1993,,657.0,"Moscow region, town Sergiev-Posad (ex Zagorsk)"
http://whc.unesco.org/en/list/1196,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",http://en.wikipedia.org/wiki/Nesvizh_Castle,N53 13 22.008 E26 41 29.004,Belarus,(ii)(iv)(vi),2005,,1196.0,Minsk Province (Minskaya Voblasts')
http://whc.unesco.org/en/list/928,Area de ConservaciÃ³n Guanacaste,http://en.wikipedia.org/wiki/Area_de_Conservaci%C3%B3n_Guanacaste_World_Heritage_Site,N10 50 60 W85 37 0,Costa Rica,(ix)(x),1999,147000.0,928.0,Guanacaste and Alajuela provinces
http://whc.unesco.org/en/list/164,"Arles, Roman and Romanesque Monuments","http://en.wikipedia.org/wiki/Arles,_Roman_and_Romanesque_Monuments",Date of Inscription: 1981,France,(ii)(iv),,65.0,164.0,N43 40 39.5 E4 37 50.5
http://whc.unesco.org/en/list/1262,Armenian Monastic Ensembles of Iran,http://en.wikipedia.org/wiki/Saint_Thaddeus_Monastery,Date of Inscription: 2008,Iran (Islamic Republic of),(ii)(iii)(vi),,129.0,1262.0,N38 58 44 E45 28 24
http://whc.unesco.org/en/list/35,Asante Traditional Buildings,http://en.wikipedia.org/wiki/Asante_Traditional_Buildings,N6 24 4 W1 37 33,Ghana,(v),1980,,35.0,Asante Region
http://whc.unesco.org/en/list/1130,Ashur (Qal'at Sherqat),http://en.wikipedia.org/wiki/Assur,N35 27 32.004 E43 15 34.992,Iraq,(iii)(iv),2003,70.0,1130.0,Governorate of Salah ad Din
http://whc.unesco.org/en/list/990,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",http://en.wikipedia.org/wiki/Basilica_of_San_Francesco_d%27Assisi,Date of Inscription: 2000,Italy,(i)(ii)(iii)(iv)(vi),,14563.0,990.0,N43 3 58.2 E12 37 20.8
http://whc.unesco.org/en/list/1329,At-Turaif District in ad-Dir'iyah,http://en.wikipedia.org/wiki/Diriyah,Date of Inscription: 2010,Saudi Arabia,(iv)(v)(vi),,29.0,1329.0,N24 44 2.88 E46 34 20.88
http://whc.unesco.org/en/list/893,Atlantic Forest South-East Reserves,http://en.wikipedia.org/wiki/Atlantic_Forest,S24 10 0.012 W48 0 0,Brazil,(vii)(ix)(x),1999,468193.0,893.0,"Atlantic coast, states of Parana and Sao Paolo"
http://whc.unesco.org/en/list/31,Auschwitz Birkenau German Nazi Concentration and Extermination Camp (1940-1945),http://en.wikipedia.org/wiki/Auschwitz_concentration_camp,N50 4 0 E19 21 0,Poland,(vi),1979,,31.0,"Oswiecim County, Lesser Poland (Malopolska) Voivodship (formerly Bielsko-Biala)"
http://whc.unesco.org/en/list/1306,Australian Convict Sites,http://en.wikipedia.org/wiki/Australian_Convict_Sites,Date of Inscription: 2010,Australia,(iv)(vi),,1503.0,1306.0,S33 22 42 E150 59 40
http://whc.unesco.org/en/list/698,Australian Fossil Mammal Sites (Riversleigh / Naracoorte),http://en.wikipedia.org/wiki/Naracoorte_Caves_National_Park,S19 4 60 E138 43 0,Australia,(viii)(ix),1994,10300.0,698.0,States of Queensland and South Australia
http://whc.unesco.org/en/list/294,Baalbek,http://en.wikipedia.org/wiki/Baalbek,N34 0 25.452 E36 12 17.784,Lebanon,(i)(iv),1984,,294.0,"City and District of Baalbek, Beqaa Governorate"
http://whc.unesco.org/en/list/710,Bagrati Cathedral and Gelati Monastery,http://en.wikipedia.org/wiki/Gelati_Monastery,N42 15 43.992 E42 42 59.004,Georgia,(iv),1994,7.87,710.0,"City of Kutaisi, Region of Imereti"
http://whc.unesco.org/en/list/1220,BahÃ¡'i Holy Places in Haifa and the Western Galilee,http://en.wikipedia.org/wiki/Bah%25C3%25A1%27%25C3%25AD_World_Centre_buildings,N32 49 45.828 E34 58 17.936,Israel,(iii)(vi),2008,63.0,1220.0,Haifa and Northern Districts
http://whc.unesco.org/en/list/433,Bahla Fort,http://en.wikipedia.org/wiki/Bahla_Fort,N22 57 51.012 E57 18 3.996,Oman,(iv),1987,,433.0,"Oasis of Bahla, 25 km west of Nazwa"
http://whc.unesco.org/en/list/1208,Bam and its Cultural Landscape,"http://en.wikipedia.org/wiki/Bam,_Iran",N29 7 0.588 E58 22 0,Iran (Islamic Republic of),(ii)(iii)(iv)(v),2004,,1208.0,"Kerman Province, Bam District"
http://whc.unesco.org/en/list/575,Ban Chiang Archaeological Site,http://en.wikipedia.org/wiki/Ban_Chiang,N17 32 54.996 E103 21 29.988,Thailand,(iii),1992,64.0,575.0,Udon Thani Province
http://whc.unesco.org/en/list/506,Banc d'Arguin National Park,http://en.wikipedia.org/wiki/Banc_d%27Arguin_National_Park,N20 14 4.992 W16 6 32.004,Mauritania,(ix)(x),1989,1200000.0,506.0,Nouadhibou and Azefal
http://whc.unesco.org/en/list/973,Bardejov Town Conservation Reserve,http://en.wikipedia.org/wiki/Bardejov,N49 17 35.988 E21 16 45.012,Slovakia,(iii)(iv),2000,,973.0,"Town and District of Bardejov, PreÅ¡ov Region"
http://whc.unesco.org/en/list/677,Baroque Churches of the Philippines,http://en.wikipedia.org/wiki/Baroque_Churches_of_the_Philippines,N14 35 24 E120 58 12,Philippines,(ii)(iv),1993,,677.0,"Immaculate Conception: District of Intramuros, City of Manila Nuestra Senora: Municipality of Santa Maria, Province of Ilocos Sur San Agustin: Municipality of Paoay, Province of Ilocos Norte Santo Tomas: Municipality of Miag-ao, Province of Iloilo"
http://whc.unesco.org/en/list/729,Bauhaus and its Sites in Weimar and Dessau,http://en.wikipedia.org/wiki/Bauhaus,N50 58 29.172 E11 19 46.164,Germany,(ii)(iv)(vi),1996,,729.0,States of Saxony-Anhalt (Sachsen-Anhalt) and Thuringia (ThÃ¼ringen)
"http://whc.unesco.org/en/list/943
http://whc.unesco.org/en/list/943",Belfries of Belgium and France,http://en.wikipedia.org/wiki/Belfries_of_Belgium_and_France,N50 10 27.984 E3 13 53.004,Belgium,(ii)(iv),1999,,943.0,[fr.gif] France
http://whc.unesco.org/en/list/764,Belize Barrier Reef Reserve System,http://en.wikipedia.org/wiki/Belize_Barrier_Reef,N16 45 0 W87 3 30,Belize,(vii)(ix)(x),1996,96300.0,764.0,"Belize District (sites I, II, III), Stann Creek District ( IV,V,VI), Toledo District (VII)"
"http://whc.unesco.org/en/list/33
http://whc.unesco.org/en/list/33",Belovezhskaya Pushcha / BiaÅowieÅ¼a Forest,http://en.wikipedia.org/wiki/Bia%C5%82owie%C5%BCa_Forest,Grodno Province (oblast) (BY) / Podlasie Voivodship (PL),Belarus,(vii),1979,92669.0,33.0,[pl.gif] Poland
http://whc.unesco.org/en/list/269,Benedictine Convent of St John at Müstair,http://en.wikipedia.org/wiki/Benedictine_Convent_of_Saint_John,Date of Inscription: 1983,Switzerland,(iii),,2036.0,269.0,N46 37 46.02 E10 26 51.54
http://whc.unesco.org/en/list/1239,Berlin Modernism Housing Estates,http://en.wikipedia.org/wiki/Modernist_Housing_Estates,Date of Inscription: 2008,Germany,(ii)(iv),,88.0,1239.0,N52 26 54 E13 26 60
http://whc.unesco.org/en/list/1108,"Biblical Tels - Megiddo, Hazor, Beer Sheba",http://en.wikipedia.org/wiki/Tel_Hazor,Date of Inscription: 2005,Israel,(ii)(iii)(iv)(vi),,96.0,1108.0,N32 35 49.992 E35 10 55.992
http://whc.unesco.org/en/list/1339,Bikini Atoll Nuclear Test Site,http://en.wikipedia.org/wiki/Bikini_Atoll,Date of Inscription: 2010,Marshall Islands,(iv)(vi),,73500.0,1339.0,N11 35 60 E165 22 50
http://whc.unesco.org/en/list/555,Birka and HovgÃ¥rden,http://en.wikipedia.org/wiki/Hovg%C3%A5rden,N59 20 6.504 E17 32 33.504,Sweden,(iii)(iv),1993,,555.0,Stockholm County (Region of Uppland)
http://whc.unesco.org/en/list/1222,Bisotun,http://en.wikipedia.org/wiki/Behistun_Inscription,N34 23 18 E47 26 12,Iran (Islamic Republic of),(ii)(iii),2006,187.0,1222.0,Province of Kermanshah
http://whc.unesco.org/en/list/984,Blaenavon Industrial Landscape,http://en.wikipedia.org/wiki/Blaenavon,N51 46 35 W3 5 17,United Kingdom of Great Britain and Northern Ireland,(iii)(iv),2000,3290.0,984.0,"Blaenavon,40 km NE of Cardiff, Wales"
http://whc.unesco.org/en/list/425,Blenheim Palace,http://en.wikipedia.org/wiki/Blenheim_Palace,N51 50 31 W1 21 41,United Kingdom of Great Britain and Northern Ireland,(ii)(iv),1987,,425.0,"Oxfordshire, England"
http://whc.unesco.org/en/list/1256,"Bordeaux, Port of the Moon",http://en.wikipedia.org/wiki/Bordeaux,N44 50 20 W0 34 20,France,(ii)(iv),2007,1731.0,1256.0,"Department of Gironde, Region of Aquitaine"
http://whc.unesco.org/en/list/592,Borobudur Temple Compounds,http://en.wikipedia.org/wiki/Borobudur_Temple_Compounds,S7 36 28.008 E110 12 12.996,Indonesia,(i)(ii)(vi),1991,,592.0,"Regency of Magelang, Province of Central Java"
http://whc.unesco.org/en/list/824,"Botanical Garden (Orto Botanico), Padua",http://en.wikipedia.org/wiki/Orto_botanico_di_Padova,N45 23 56.8 E11 52 50.4,Italy,(ii)(iii),1997,2.2,824.0,"City and Province of Padova, Veneto Region,"
http://whc.unesco.org/en/list/635,Bourges Cathedral,http://en.wikipedia.org/wiki/Bourges_Cathedral,N47 4 56 E2 23 54,France,(i)(iv),1992,0.56,635.0,"Department of Cher, Centre Region"
http://whc.unesco.org/en/list/42,Boyana Church,http://en.wikipedia.org/wiki/Boyana_Church,N42 38 60 E23 16 0,Bulgaria,(ii)(iii),1979,0.68,42.0,"Boyana district, Sofia"
http://whc.unesco.org/en/list/445,Brasilia,http://en.wikipedia.org/wiki/Bras%25C3%25ADlia,S15 46 59.988 W47 53 60,Brazil,(i)(iv),1987,,445.0,Federal District
http://whc.unesco.org/en/list/1000,Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,http://en.wikipedia.org/wiki/Fernando_de_Noronha,S3 51 28.6 W32 25 30.4,Brazil,(vii)(ix)(x),2001,42270.0,1000.0,Pernambuco and Rio Grande do Norte States
http://whc.unesco.org/en/list/910,Brimstone Hill Fortress National Park,http://en.wikipedia.org/wiki/Brimstone_Hill_Fortress_National_Park,N17 20 48.984 W62 50 13.992,Saint Kitts and Nevis,(iii)(iv),1999,,910.0,"Parish of St Thomas, St Christopher (St Kitts)"
http://whc.unesco.org/en/list/579,Bronze Age Burial Site of SammallahdenmÃ¤ki,http://en.wikipedia.org/wiki/Sammallahdenm%C3%A4ki,N61 7 14.016 E21 46 39,Finland,(iii)(iv),1999,,579.0,"Region of Satakunta, Province of Western Finland"
http://whc.unesco.org/en/list/59,Bryggen,http://en.wikipedia.org/wiki/Bryggen,N60 23 49.992 E5 19 23.016,Norway,(iii),1979,,59.0,"City of Bergen, County of Hordaland"
http://whc.unesco.org/en/list/400,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and AndrÃ¡ssy Avenue",http://en.wikipedia.org/wiki/Andr%25C3%25A1ssy_%25C3%25BAt,N47 28 56.712 E19 4 14.412,Hungary,(ii)(iv),1987,473.0,400.0,Budapest
http://whc.unesco.org/en/list/524,Buddhist Monuments at Sanchi,http://en.wikipedia.org/wiki/Sanchi,N23 28 45.984 E77 44 22.992,India,(i)(ii)(iii)(iv)(vi),1989,,524.0,Madhya Pradesh
http://whc.unesco.org/en/list/660,Buddhist Monuments in the Horyu-ji Area,http://en.wikipedia.org/wiki/Buddhist_Monuments_in_the_H%25C5%258Dry%25C5%25AB-ji_Area,N34 37 0 E135 43 60,Japan,(i)(ii)(iv)(vi),1993,15.0,660.0,Nara Prefecture
http://whc.unesco.org/en/list/140,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,http://en.wikipedia.org/wiki/Takht_Bhai,N34 19 15 E71 56 45,Pakistan,(iv),1980,,140.0,North West Frontier Province
